,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM
2520,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1909110,MIKKOLA Monika,Person,FIN,Finland,13.0,13,POINTS,
2521,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1943029,ERDI Maria,Person,HUN,Hungary,14.0,14,POINTS,
2522,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1918836,PILKINGTON Greta,Person,NZL,New Zealand,15.0,15,POINTS,
2523,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1902580,VOROBEVA Elena,Person,CRO,Croatia,16.0,16,POINTS,
2524,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1981168,PLETIKOS Lin,Person,SLO,Slovenia,17.0,17,POINTS,
2525,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1559539,CERVERA Louise,Person,FRA,France,18.0,18,POINTS,
2526,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1878602,HOEST Line Flem,Person,NOR,Norway,19.0,19,POINTS,
2527,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1931934,BARWINSKA Agata,Person,POL,Poland,20.0,20,POINTS,
2528,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1567043,GUZEL Ecem,Person,TUR,Türkiye,21.0,21,POINTS,
2529,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1543310,McMAHON Eve,Person,IRL,Ireland,22.0,22,POINTS,
2530,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1931381,MONTGOMERY Sophia,Person,THA,Thailand,23.0,23,POINTS,
2531,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1959284,MONCADA SANCHEZ Ana,Person,ESP,Spain,24.0,24,POINTS,
2532,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1922393,MOREIRA FRASCHINI Dolores,Person,URU,Uruguay,25.0,25,POINTS,
2533,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1924885,ANDRULYTE Viktorija,Person,LTU,Lithuania,26.0,26,POINTS,
2534,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1891974,BUESSELLBERG Julia,Person,GER,Germany,27.0,27,POINTS,
2535,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1537405,KUMANAN Nethra,Person,IND,India,28.0,28,POINTS,
2536,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1535926,MOHAMAD LATIF Nur Shazrin,Person,MAS,Malaysia,29.0,29,POINTS,
2537,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1535225,OETLING RAMIREZ Elena,Person,MEX,Mexico,30.0,30,POINTS,
2538,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1905285,MAKRI Marilena,Person,CYP,Cyprus,31.0,31,POINTS,
2539,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1944415,CHIARELLA Florencia,Person,PER,Peru,32.0,32,POINTS,
2540,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1889120,FALASCA Lucia,Person,ARG,Argentina,33.0,33,POINTS,
2541,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1961052,KIDD Gabriella,Person,BRA,Brazil,34.0,34,POINTS,
2542,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1540173,PENRUDDOCKE Adriana,Person,BER,Bermuda,35.0,35,POINTS,
2543,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1938458,PONCELL MAURIN Maria Jose,Person,CHI,Chile,36.0,36,POINTS,
2544,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1961669,GU Min,Person,CHN,China,37.0,37,POINTS,
2545,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1547119,MORGAN Sophia Frances,Person,FIJ,Fiji,38.0,38,POINTS,
2546,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1892089,MANSY Khouloud,Person,EGY,Egypt,39.0,39,POINTS,
2547,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1961744,RIPLEY Vaimooia Astrid,Person,SAM,Samoa,40.0,40,POINTS,
2548,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1540176,WEBSTER Charlotte,Person,CAY,Cayman Islands,41.0,41,POINTS,
2549,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1562297,NHAQUILE Deizy,Person,MOZ,Mozambique,42.0,42,POINTS,
2550,2024-08-03T13:30:01+02:00,SALWILCA6-------------PREL000400--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 4,Opening Series - Race 4,FINISHED,W,Sailing,SAL,Marseille Marina,1960557,SHAH Ameena,Person,KUW,Kuwait,43.0,43,POINTS,
2461,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1899745,SNELLGROVE Hannah,Person,GBR,Great Britain,1.0,1,POINTS,
2462,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1970500,BOUWMEESTER Marit,Person,NED,Netherlands,2.0,2,POINTS,
2463,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1902580,VOROBEVA Elena,Person,CRO,Croatia,3.0,3,POINTS,
2464,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1950396,REINEKE Erika,Person,USA,United States,4.0,4,POINTS,
2465,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1559539,CERVERA Louise,Person,FRA,France,5.0,5,POINTS,
2466,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1931934,BARWINSKA Agata,Person,POL,Poland,6.0,6,POINTS,
2467,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1878602,HOEST Line Flem,Person,NOR,Norway,7.0,7,POINTS,
2468,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1895121,RINDOM Anne-Marie,Person,DEN,Denmark,8.0,8,POINTS,
2469,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1903270,PLASSCHAERT Emma,Person,BEL,Belgium,9.0,9,POINTS,
2470,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1922393,MOREIRA FRASCHINI Dolores,Person,URU,Uruguay,10.0,10,POINTS,
2471,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1889120,FALASCA Lucia,Person,ARG,Argentina,11.0,11,POINTS,
2472,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1564654,OLSSON Josefin,Person,SWE,Sweden,12.0,12,POINTS,
2473,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1977660,JAYET Maud,Person,SUI,Switzerland,13.0,13,POINTS,
2474,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1550067,BOLAT Ebru,Person,ROU,Romania,14.0,14,POINTS,
2475,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1540173,PENRUDDOCKE Adriana,Person,BER,Bermuda,15.0,15,POINTS,
2476,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1946002,THOMSON Zoe,Person,AUS,Australia,16.0,16,POINTS,
2477,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1960341,DOUGLAS Sarah,Person,CAN,Canada,17.0,17,POINTS,
2478,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1899644,BENINI FLORIANI Chiara,Person,ITA,Italy,18.0,18,POINTS,
2479,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1961669,GU Min,Person,CHN,China,19.0,19,POINTS,
2480,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1535926,MOHAMAD LATIF Nur Shazrin,Person,MAS,Malaysia,20.0,20,POINTS,
2481,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1931381,MONTGOMERY Sophia,Person,THA,Thailand,21.0,21,POINTS,
2482,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1567043,GUZEL Ecem,Person,TUR,Türkiye,22.0,22,POINTS,
2483,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1961052,KIDD Gabriella,Person,BRA,Brazil,23.0,23,POINTS,
2484,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1891974,BUESSELLBERG Julia,Person,GER,Germany,24.0,24,POINTS,
2485,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1943029,ERDI Maria,Person,HUN,Hungary,25.0,25,POINTS,
2486,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1905285,MAKRI Marilena,Person,CYP,Cyprus,26.0,26,POINTS,
2487,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1535225,OETLING RAMIREZ Elena,Person,MEX,Mexico,27.0,27,POINTS,
2488,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1537405,KUMANAN Nethra,Person,IND,India,28.0,28,POINTS,
2489,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1959284,MONCADA SANCHEZ Ana,Person,ESP,Spain,29.0,29,POINTS,
2490,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1909110,MIKKOLA Monika,Person,FIN,Finland,30.0,30,POINTS,
2491,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1927782,KAKON Shay,Person,ISR,Israel,31.0,31,POINTS,
2492,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1924885,ANDRULYTE Viktorija,Person,LTU,Lithuania,32.0,32,POINTS,
2493,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1918836,PILKINGTON Greta,Person,NZL,New Zealand,33.0,33,POINTS,
2494,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1543310,McMAHON Eve,Person,IRL,Ireland,34.0,34,POINTS,
2495,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1944415,CHIARELLA Florencia,Person,PER,Peru,35.0,35,POINTS,
2496,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1540176,WEBSTER Charlotte,Person,CAY,Cayman Islands,36.0,36,POINTS,
2497,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1981168,PLETIKOS Lin,Person,SLO,Slovenia,37.0,37,POINTS,
2498,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1961744,RIPLEY Vaimooia Astrid,Person,SAM,Samoa,38.0,38,POINTS,
2499,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1938458,PONCELL MAURIN Maria Jose,Person,CHI,Chile,39.0,39,POINTS,
2500,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1547119,MORGAN Sophia Frances,Person,FIJ,Fiji,40.0,40,POINTS,
2501,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1892089,MANSY Khouloud,Person,EGY,Egypt,41.0,41,POINTS,
2502,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1562297,NHAQUILE Deizy,Person,MOZ,Mozambique,42.0,42,POINTS,
2503,2024-08-03T15:09:53+02:00,SALWILCA6-------------PREL000500--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 5,Opening Series - Race 5,FINISHED,W,Sailing,SAL,Marseille Marina,1960557,SHAH Ameena,Person,KUW,Kuwait,43.0,43,POINTS,
7091,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1564654,OLSSON Josefin,Person,SWE,Sweden,1.0,1,POINTS,
7092,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1878602,HOEST Line Flem,Person,NOR,Norway,2.0,2,POINTS,
7093,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1970500,BOUWMEESTER Marit,Person,NED,Netherlands,3.0,3,POINTS,
7094,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1895121,RINDOM Anne-Marie,Person,DEN,Denmark,4.0,4,POINTS,
7095,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1889120,FALASCA Lucia,Person,ARG,Argentina,5.0,5,POINTS,
7096,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1946002,THOMSON Zoe,Person,AUS,Australia,6.0,6,POINTS,
7097,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1950396,REINEKE Erika,Person,USA,United States,7.0,7,POINTS,
7098,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1960341,DOUGLAS Sarah,Person,CAN,Canada,8.0,8,POINTS,
7099,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1567043,GUZEL Ecem,Person,TUR,Türkiye,9.0,9,POINTS,
7100,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1899644,BENINI FLORIANI Chiara,Person,ITA,Italy,10.0,10,POINTS,
7101,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1944415,CHIARELLA Florencia,Person,PER,Peru,11.0,11,POINTS,
7102,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1902580,VOROBEVA Elena,Person,CRO,Croatia,12.0,12,POINTS,
7103,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1543310,McMAHON Eve,Person,IRL,Ireland,13.0,13,POINTS,
7104,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1899745,SNELLGROVE Hannah,Person,GBR,Great Britain,14.0,14,POINTS,
7105,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1931381,MONTGOMERY Sophia,Person,THA,Thailand,15.0,15,POINTS,
7106,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1903270,PLASSCHAERT Emma,Person,BEL,Belgium,16.0,16,POINTS,
7107,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1977660,JAYET Maud,Person,SUI,Switzerland,17.0,17,POINTS,
7108,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1918836,PILKINGTON Greta,Person,NZL,New Zealand,18.0,18,POINTS,
7109,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1931934,BARWINSKA Agata,Person,POL,Poland,19.0,19,POINTS,
7110,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1537405,KUMANAN Nethra,Person,IND,India,20.0,20,POINTS,
7111,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1550067,BOLAT Ebru,Person,ROU,Romania,21.0,21,POINTS,
7112,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1559539,CERVERA Louise,Person,FRA,France,22.0,22,POINTS,
7113,2024-08-03T16:36:37+02:00,SALWILCA6-------------PREL000600--,SALWILCA6,Women's Dinghy,Women's Dinghy - Race 6,Opening Series - Race 6,FINISHED,W,Sailing,SAL,Marseille Marina,1540173,PENRUDDOCKE Adriana,Person,BER,Bermuda,23.0,23,POINTS,
