,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM
10964,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1970524,BOS Duko,Person,NED,Netherlands,1.0,1,POINTS,
10965,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1938449,SEGUEL LACAMARA Clemente,Person,CHI,Chile,2.0,2,POINTS,
10966,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1940949,DUKIC Milivoj,Person,MNE,Montenegro,3.0,3,POINTS,
10967,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1571426,ARATHOON PACAS Enrique Jose,Person,ESA,El Salvador,4.0,4,POINTS,
10968,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1932892,MARQUES Eduardo,Person,POR,Portugal,5.0,5,POINTS,
10969,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1944316,PESCHIERA Stefano,Person,PER,Peru,6.0,6,POINTS,
10970,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1891955,BUHL Philipp,Person,GER,Germany,7.0,7,POINTS,
10971,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1559542,BERNAZ Jean-Baptiste,Person,FRA,France,8.0,8,POINTS,
10972,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1931894,LYNCH Finn,Person,IRL,Ireland,9.0,9,POINTS,
10973,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1537402,SARAVANAN Vishnu,Person,IND,India,10.0,10,POINTS,
10974,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1918850,SAUNDERS Thomas,Person,NZL,New Zealand,11.0,11,POINTS,
10975,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1945990,WEARN Matt,Person,AUS,Australia,12.0,12,POINTS,
10976,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1554860,JURISIC Filip,Person,CRO,Croatia,13.0,13,POINTS,
10977,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1959269,BLANCO Joaquin,Person,ESP,Spain,14.0,14,POINTS,
10978,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1535853,LO Ryan,Person,SGP,Singapore,15.0,15,POINTS,
10979,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1943037,VADNAI Jonatan,Person,HUN,Hungary,16.0,16,POINTS,
10980,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1905347,KONTIDES Pavlos,Person,CYP,Cyprus,17.0,17,POINTS,
10981,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1567045,CITAK Yigit Yalcin,Person,TUR,Türkiye,18.0,18,POINTS,
10982,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1899731,BECKETT Michael,Person,GBR,Great Britain,19.0,19,POINTS,
10983,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1903265,de SMET William,Person,BEL,Belgium,20.0,20,POINTS,
10984,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1953917,MAEGLI Juan I,Person,GUA,Guatemala,21.0,21,POINTS,
10985,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1878600,TOMASGAARD Hermann,Person,NOR,Norway,22.0,22,POINTS,
10986,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1909114,TAPPER Kaarle,Person,FIN,Finland,23.0,23,POINTS,
10987,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1537185,CHEVRIER Luc,Person,LCA,Saint Lucia,24.0,24,POINTS,
10988,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1899642,CHIAVARINI Lorenzo Brando,Person,ITA,Italy,25.0,25,POINTS,
10989,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1540693,van AANHOLT Just,Person,ARU,Aruba,26.0,26,POINTS,
10990,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1981581,ZELKO Zan Luka,Person,SLO,Slovenia,27.0,27,POINTS,
10991,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1889113,GUARAGNA RIGONAT Francisco,Person,ARG,Argentina,28.0,28,POINTS,
10992,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1895120,LUNDGAARD SCHUBERT Johan,Person,DEN,Denmark,29.0,29,POINTS,
10993,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1902253,HA Jeemin,Person,KOR,Korea,30.0,30,POINTS,
10994,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1961043,FONTES Bruno,Person,BRA,Brazil,31.0,31,POINTS,
10995,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1552005,MOHD AFENDY Khairulnizam,Person,MAS,Malaysia,32.0,32,POINTS,
10996,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1537187,FERNANDEZ GAMBOA Pedro Luis,Person,PUR,Puerto Rico,33.0,33,POINTS,
10997,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1909954,RAMMO Karl-Martin,Person,EST,Estonia,34.0,34,POINTS,
10998,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1961706,HALLIDAY Nicholas,Person,HKG,"Hong Kong, China",35.0,35,POINTS,
10999,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1932442,KRASODOMSKI Michal,Person,POL,Poland,36.0,36,POINTS,
11000,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1892075,BADAWY Aly,Person,EGY,Egypt,37.0,37,POINTS,
11001,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1931493,VERED VILENCHIK Omer,Person,ISR,Israel,38.0,38,POINTS,
11002,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1931374,ROMANYK Arthit Mikhail,Person,THA,Thailand,39.0,39,POINTS,
11003,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1571490,LETTSOME Thad,Person,IVB,"Virgin Islands, B",40.0,40,POINTS,
11004,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1917777,ANDRE Filipe,Person,ANG,Angola,41.0,41,POINTS,
11005,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1961735,LEILUA Eroni Tui,Person,SAM,Samoa,42.0,42,POINTS,
11006,2024-08-01T14:27:00+02:00,SALMILCA7-------------PREL000100--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 1,Opening Series - Race 1,FINISHED,M,Sailing,SAL,Marseille Marina,1562117,RATULU Viliame,Person,FIJ,Fiji,43.0,43,POINTS,
6872,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1945990,WEARN Matt,Person,AUS,Australia,1.0,1,POINTS,
6873,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1878600,TOMASGAARD Hermann,Person,NOR,Norway,2.0,2,POINTS,
6874,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1891955,BUHL Philipp,Person,GER,Germany,3.0,3,POINTS,
6875,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1899642,CHIAVARINI Lorenzo Brando,Person,ITA,Italy,4.0,4,POINTS,
6876,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1559542,BERNAZ Jean-Baptiste,Person,FRA,France,5.0,5,POINTS,
6877,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1961043,FONTES Bruno,Person,BRA,Brazil,6.0,6,POINTS,
6878,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1931493,VERED VILENCHIK Omer,Person,ISR,Israel,7.0,7,POINTS,
6879,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1953917,MAEGLI Juan I,Person,GUA,Guatemala,8.0,8,POINTS,
6880,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1909114,TAPPER Kaarle,Person,FIN,Finland,9.0,9,POINTS,
6881,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1918850,SAUNDERS Thomas,Person,NZL,New Zealand,10.0,10,POINTS,
6882,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1535853,LO Ryan,Person,SGP,Singapore,11.0,11,POINTS,
6883,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1959269,BLANCO Joaquin,Person,ESP,Spain,12.0,12,POINTS,
6884,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1940949,DUKIC Milivoj,Person,MNE,Montenegro,13.0,13,POINTS,
6885,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1944316,PESCHIERA Stefano,Person,PER,Peru,14.0,14,POINTS,
6886,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1899731,BECKETT Michael,Person,GBR,Great Britain,15.0,15,POINTS,
6887,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1571426,ARATHOON PACAS Enrique Jose,Person,ESA,El Salvador,16.0,16,POINTS,
6888,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1537187,FERNANDEZ GAMBOA Pedro Luis,Person,PUR,Puerto Rico,17.0,17,POINTS,
6889,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1938449,SEGUEL LACAMARA Clemente,Person,CHI,Chile,18.0,18,POINTS,
6890,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1537185,CHEVRIER Luc,Person,LCA,Saint Lucia,19.0,19,POINTS,
6891,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1537402,SARAVANAN Vishnu,Person,IND,India,20.0,20,POINTS,
6892,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1943037,VADNAI Jonatan,Person,HUN,Hungary,21.0,21,POINTS,
6893,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1552005,MOHD AFENDY Khairulnizam,Person,MAS,Malaysia,22.0,22,POINTS,
6894,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1917777,ANDRE Filipe,Person,ANG,Angola,23.0,23,POINTS,
6895,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1889113,GUARAGNA RIGONAT Francisco,Person,ARG,Argentina,24.0,24,POINTS,
6896,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1540693,van AANHOLT Just,Person,ARU,Aruba,25.0,25,POINTS,
6897,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1931894,LYNCH Finn,Person,IRL,Ireland,26.0,26,POINTS,
6898,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1905347,KONTIDES Pavlos,Person,CYP,Cyprus,27.0,27,POINTS,
6899,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1909954,RAMMO Karl-Martin,Person,EST,Estonia,28.0,28,POINTS,
6900,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1970524,BOS Duko,Person,NED,Netherlands,29.0,29,POINTS,
6901,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1931374,ROMANYK Arthit Mikhail,Person,THA,Thailand,30.0,30,POINTS,
6902,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1932892,MARQUES Eduardo,Person,POR,Portugal,31.0,31,POINTS,
6903,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1554860,JURISIC Filip,Person,CRO,Croatia,32.0,32,POINTS,
6904,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1981581,ZELKO Zan Luka,Person,SLO,Slovenia,33.0,33,POINTS,
6905,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1903265,de SMET William,Person,BEL,Belgium,34.0,34,POINTS,
6906,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1961706,HALLIDAY Nicholas,Person,HKG,"Hong Kong, China",35.0,35,POINTS,
6907,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1571490,LETTSOME Thad,Person,IVB,"Virgin Islands, B",36.0,36,POINTS,
6908,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1567045,CITAK Yigit Yalcin,Person,TUR,Türkiye,37.0,37,POINTS,
6909,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1892075,BADAWY Aly,Person,EGY,Egypt,38.0,38,POINTS,
6910,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1895120,LUNDGAARD SCHUBERT Johan,Person,DEN,Denmark,39.0,39,POINTS,
6911,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1902253,HA Jeemin,Person,KOR,Korea,40.0,40,POINTS,
6912,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1562117,RATULU Viliame,Person,FIJ,Fiji,41.0,41,POINTS,
6913,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1932442,KRASODOMSKI Michal,Person,POL,Poland,42.0,42,POINTS,
6914,2024-08-02T14:32:19+02:00,SALMILCA7-------------PREL000300--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 3,Opening Series - Race 3,FINISHED,M,Sailing,SAL,Marseille Marina,1961735,LEILUA Eroni Tui,Person,SAM,Samoa,43.0,43,POINTS,
1494,2024-08-02T15:31:32+02:00,SALMILCA7-------------PREL000400--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 4,Opening Series - Race 4,FINISHED,M,Sailing,SAL,Marseille Marina,1554860,JURISIC Filip,Person,CRO,Croatia,1.0,1,POINTS,
1495,2024-08-02T15:31:32+02:00,SALMILCA7-------------PREL000400--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 4,Opening Series - Race 4,FINISHED,M,Sailing,SAL,Marseille Marina,1571490,LETTSOME Thad,Person,IVB,"Virgin Islands, B",2.0,2,POINTS,
1496,2024-08-02T15:31:32+02:00,SALMILCA7-------------PREL000400--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 4,Opening Series - Race 4,FINISHED,M,Sailing,SAL,Marseille Marina,1953917,MAEGLI Juan I,Person,GUA,Guatemala,3.0,3,POINTS,
1497,2024-08-02T15:31:32+02:00,SALMILCA7-------------PREL000400--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 4,Opening Series - Race 4,FINISHED,M,Sailing,SAL,Marseille Marina,1903265,de SMET William,Person,BEL,Belgium,4.0,4,POINTS,
1498,2024-08-02T15:31:32+02:00,SALMILCA7-------------PREL000400--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 4,Opening Series - Race 4,FINISHED,M,Sailing,SAL,Marseille Marina,1905347,KONTIDES Pavlos,Person,CYP,Cyprus,5.0,5,POINTS,
1499,2024-08-02T15:31:32+02:00,SALMILCA7-------------PREL000400--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 4,Opening Series - Race 4,FINISHED,M,Sailing,SAL,Marseille Marina,1899642,CHIAVARINI Lorenzo Brando,Person,ITA,Italy,6.0,6,POINTS,
1500,2024-08-02T15:31:32+02:00,SALMILCA7-------------PREL000400--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 4,Opening Series - Race 4,FINISHED,M,Sailing,SAL,Marseille Marina,1918850,SAUNDERS Thomas,Person,NZL,New Zealand,7.0,7,POINTS,
1501,2024-08-02T15:31:32+02:00,SALMILCA7-------------PREL000400--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 4,Opening Series - Race 4,FINISHED,M,Sailing,SAL,Marseille Marina,1899731,BECKETT Michael,Person,GBR,Great Britain,8.0,8,POINTS,
1502,2024-08-02T15:31:32+02:00,SALMILCA7-------------PREL000400--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 4,Opening Series - Race 4,FINISHED,M,Sailing,SAL,Marseille Marina,1902253,HA Jeemin,Person,KOR,Korea,9.0,9,POINTS,
1503,2024-08-02T15:31:32+02:00,SALMILCA7-------------PREL000400--,SALMILCA7,Men's Dinghy,Men's Dinghy - Race 4,Opening Series - Race 4,FINISHED,M,Sailing,SAL,Marseille Marina,1938449,SEGUEL LACAMARA Clemente,Person,CHI,Chile,10.0,10,POINTS,
