,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,result_diff,qualification_mark,start_order,bib
2161,2024-08-03T17:48:06+02:00,ATHX4X400M------------RND1000200--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Round 1 - Heat 2,Round 1 - Heat 2,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--GBR01,Great Britain,Team,GBR,Great Britain,1.0,3:10.61,TIME,,,Q,4,
2162,2024-08-03T17:48:06+02:00,ATHX4X400M------------RND1000200--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Round 1 - Heat 2,Round 1 - Heat 2,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--NED01,Netherlands,Team,NED,Netherlands,2.0,3:10.81,TIME,,,Q,6,
2163,2024-08-03T17:48:06+02:00,ATHX4X400M------------RND1000200--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Round 1 - Heat 2,Round 1 - Heat 2,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--ITA01,Italy,Team,ITA,Italy,3.0,3:11.59,TIME,,,Q,3,
2164,2024-08-03T17:48:06+02:00,ATHX4X400M------------RND1000200--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Round 1 - Heat 2,Round 1 - Heat 2,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--NGR01,Nigeria,Team,NGR,Nigeria,4.0,3:11.99,TIME,,,,5,
2165,2024-08-03T17:48:06+02:00,ATHX4X400M------------RND1000200--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Round 1 - Heat 2,Round 1 - Heat 2,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--IRL01,Ireland,Team,IRL,Ireland,5.0,3:12.67,TIME,,,,7,
2166,2024-08-03T17:48:06+02:00,ATHX4X400M------------RND1000200--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Round 1 - Heat 2,Round 1 - Heat 2,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--UKR01,Ukraine,Team,UKR,Ukraine,6.0,3:15.51,TIME,,,,2,
2167,2024-08-03T17:48:06+02:00,ATHX4X400M------------RND1000200--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Round 1 - Heat 2,Round 1 - Heat 2,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--GER01,Germany,Team,GER,Germany,7.0,3:15.63,TIME,,,,9,
2168,2024-08-03T17:48:06+02:00,ATHX4X400M------------RND1000200--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Round 1 - Heat 2,Round 1 - Heat 2,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--DOM01,Dominican Republic,Team,DOM,Dominican Republic,8.0,3:18.39,TIME,,,,8,
8356,2024-08-03T18:03:01+02:00,ATHX4X400M------------RND1000100--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Round 1 - Heat 1,Round 1 - Heat 1,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--USA01,United States of America,Team,USA,United States,1.0,3:07.41,TIME,,,Q,6,
8357,2024-08-03T18:03:01+02:00,ATHX4X400M------------RND1000100--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Round 1 - Heat 1,Round 1 - Heat 1,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--FRA01,France,Team,FRA,France,2.0,3:10.60,TIME,,,Q,8,
8358,2024-08-03T18:03:01+02:00,ATHX4X400M------------RND1000100--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Round 1 - Heat 1,Round 1 - Heat 1,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--BEL01,Belgium,Team,BEL,Belgium,3.0,3:10.74,TIME,,,Q,7,
8359,2024-08-03T18:03:01+02:00,ATHX4X400M------------RND1000100--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Round 1 - Heat 1,Round 1 - Heat 1,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--JAM01,Jamaica,Team,JAM,Jamaica,4.0,3:11.06,TIME,,,q,2,
8360,2024-08-03T18:03:01+02:00,ATHX4X400M------------RND1000100--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Round 1 - Heat 1,Round 1 - Heat 1,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--POL01,Poland,Team,POL,Poland,5.0,3:11.43,TIME,,,q,5,
8361,2024-08-03T18:03:01+02:00,ATHX4X400M------------RND1000100--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Round 1 - Heat 1,Round 1 - Heat 1,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--SUI01,Switzerland,Team,SUI,Switzerland,6.0,3:12.77,TIME,,,,9,
8362,2024-08-03T18:03:01+02:00,ATHX4X400M------------RND1000100--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Round 1 - Heat 1,Round 1 - Heat 1,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--KEN01,Kenya,Team,KEN,Kenya,7.0,3:13.13,TIME,,,,3,
8363,2024-08-03T18:03:01+02:00,ATHX4X400M------------RND1000100--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Round 1 - Heat 1,Round 1 - Heat 1,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--BAH01,Bahamas,Team,BAH,Bahamas,8.0,3:14.58,TIME,,,,4,
7534,2024-08-04T09:34:20+02:00,ATHX4X400M------------FNL-000100--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Final,Final,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--NED01,Netherlands,Team,NED,Netherlands,1.0,3:07.43,TIME,,,,7,
7535,2024-08-04T09:34:20+02:00,ATHX4X400M------------FNL-000100--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Final,Final,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--USA01,United States of America,Team,USA,United States,2.0,3:07.74,TIME,,,,5,
7536,2024-08-04T09:34:20+02:00,ATHX4X400M------------FNL-000100--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Final,Final,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--GBR01,Great Britain,Team,GBR,Great Britain,3.0,3:08.01,TIME,,,,8,
7537,2024-08-04T09:34:20+02:00,ATHX4X400M------------FNL-000100--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Final,Final,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--BEL01,Belgium,Team,BEL,Belgium,4.0,3:09.36,TIME,,,,4,
7538,2024-08-04T09:34:20+02:00,ATHX4X400M------------FNL-000100--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Final,Final,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--JAM01,Jamaica,Team,JAM,Jamaica,5.0,3:11.67,TIME,,,,2,
7539,2024-08-04T09:34:20+02:00,ATHX4X400M------------FNL-000100--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Final,Final,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--ITA01,Italy,Team,ITA,Italy,6.0,3:11.84,TIME,,,,9,
7540,2024-08-04T09:34:20+02:00,ATHX4X400M------------FNL-000100--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Final,Final,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--POL01,Poland,Team,POL,Poland,7.0,3:12.39,TIME,,,,3,
7541,2024-08-04T09:34:20+02:00,ATHX4X400M------------FNL-000100--,ATHX4X400M,4 x 400m Relay Mixed,4 x 400m Relay Mixed Final,Final,FINISHED,X,Athletics,ATH,Stade de France,ATHX4X400M--FRA01,France,Team,FRA,France,,,IRM,DQ,,,6,
7009,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1970827,CHEPTEGEI Joshua,Person,UGA,Uganda,1.0,26:43.14,TIME,,,,16,223
7010,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1536998,AREGAWI Berihu,Person,ETH,Ethiopia,2.0,26:43.44,TIME,,,,22,209
7011,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1960959,FISHER Grant,Person,USA,United States,3.0,26:43.46,TIME,,,,19,227
7012,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1974040,AHMED Mohammed,Person,CAN,Canada,4.0,26:43.79,TIME,,,,10,204
7013,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1958688,KIBET Benard,Person,KEN,Kenya,5.0,26:43.98,TIME,,,,2,217
7014,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1536999,KEJELCHA Yomif,Person,ETH,Ethiopia,6.0,26:44.02,TIME,,,,25,211
7015,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1537049,BAREGA Selemon,Person,ETH,Ethiopia,7.0,26:44.48,TIME,,,,12,210
7016,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1548514,KIPLIMO Jacob,Person,UGA,Uganda,8.0,26:46.39,TIME,,,,5,224
7017,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1904188,NDIKUMWENAYO Thierry,Person,ESP,Spain,9.0,26:49.49,TIME,,,,8,207
7018,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1981054,WILDSCHUTT Adriaan,Person,RSA,South Africa,10.0,26:50.64,TIME,,,,13,221
7019,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,4674449,MATEIKO Daniel,Person,KEN,Kenya,11.0,26:50.83,TIME,,,,21,220
7020,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,4979554,YOUNG Nico,Person,USA,United States,12.0,26:58.11,TIME,,,,27,229
7021,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1910765,GRESSIER Jimmy,Person,FRA,France,13.0,26:58.67,TIME,,,,24,213
7022,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1910415,KIPKORIR Nicholas,Person,KEN,Kenya,14.0,27:23.97,TIME,,,,18,218
7023,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1561430,MEBRAHTU Merhawi,Person,ERI,Eritrea,15.0,27:24.25,TIME,,,,20,206
7024,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1960187,KINCAID William,Person,USA,United States,16.0,27:29.40,TIME,,,,6,228
7025,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1926127,BALEW Birhanu,Person,BRN,Bahrain,17.0,27:30.94,TIME,,,,14,203
7026,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1894550,EISA MOHAMMED Jamal Abdelmaji,Person,EOR,EOR,18.0,27:35.92,TIME,,,,26,205
7027,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1895579,KIMELI Isaac,Person,BEL,Belgium,19.0,27:51.52,TIME,,,,23,202
7028,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,4979108,KASAI Jun,Person,JPN,Japan,20.0,27:53.18,TIME,,,,17,215
7029,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1969283,NIMUBONA Yves,Person,RWA,Rwanda,21.0,27:54.12,TIME,,,,11,222
7030,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,4648370,KIPROTICH Martin,Person,UGA,Uganda,22.0,28:20.72,TIME,,,,7,225
7031,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1904195,OUKHELFEN Abdessamad,Person,ESP,Spain,23.0,28:21.90,TIME,,,,15,208
7032,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1921585,OTA Tomoki,Person,JPN,Japan,24.0,29:12.48,TIME,,,,4,216
7033,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1911936,SCHRUB Yann,Person,FRA,France,,,IRM,DNF,,,1,214
7034,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1892647,KWIZERA Rodrigue,Person,BDI,Burundi,,,IRM,DNS,,,9,200
7035,2024-08-02T21:57:50+02:00,ATHM10000M------------FNL-000100--,ATHM10000M,"Men's 10,000m","Men's 10,000m Final",Final,FINISHED,M,Athletics,ATH,Stade de France,1964029,NDIKUMANA Celestin,Person,BDI,Burundi,,,IRM,DNS,,,3,201
3657,2024-08-03T10:46:46+02:00,ATHM100M--------------PREL000200--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 2,Preliminary Round - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,4978819,HOWELL Davonte,Person,CAY,Cayman Islands,1.0,10.31,TIME,,,Q,2,474
3658,2024-08-03T10:46:46+02:00,ATHM100M--------------PREL000200--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 2,Preliminary Round - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1543943,MATSENJWA Sibusiso,Person,SWZ,Eswatini,2.0,10.39,TIME,,,Q,4,1242
3659,2024-08-03T10:46:46+02:00,ATHM100M--------------PREL000200--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 2,Preliminary Round - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1564809,KIKI Didier,Person,BEN,Benin,3.0,10.76,TIME,,,,6,400
3660,2024-08-03T10:46:46+02:00,ATHM100M--------------PREL000200--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 2,Preliminary Round - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,4674332,TOUMANDJI Herve,Person,CAF,Centr Afric Rep,4.0,10.76,TIME,,,,5,446
3661,2024-08-03T10:46:46+02:00,ATHM100M--------------PREL000200--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 2,Preliminary Round - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1564340,KANIWETE Kenaz,Person,KIR,Kiribati,5.0,11.29,TIME,,,,7,994
3662,2024-08-03T10:46:46+02:00,ATHM100M--------------PREL000200--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 2,Preliminary Round - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1963004,PESIC Darko,Person,MNE,Montenegro,6.0,11.85,TIME,,,,8,1041
3663,2024-08-03T10:46:46+02:00,ATHM100M--------------PREL000200--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 2,Preliminary Round - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1547814,SABINO Steven,Person,MOZ,Mozambique,,,IRM,DQ,,,3,1042
3724,2024-08-03T10:52:08+02:00,ATHM100M--------------PREL000300--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 3,Preliminary Round - Heat 3,FINISHED,M,Athletics,ATH,Stade de France,1552024,BIBI Gary Noa Jerrel,Person,MRI,Mauritius,1.0,10.27,TIME,,,Q,2,1043
3725,2024-08-03T10:52:08+02:00,ATHM100M--------------PREL000300--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 3,Preliminary Round - Heat 3,FINISHED,M,Athletics,ATH,Stade de France,1557220,BURRAJ Franko,Person,ALB,Albania,2.0,10.60,TIME,,,Q,5,302
3726,2024-08-03T10:52:08+02:00,ATHM100M--------------PREL000300--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 3,Preliminary Round - Heat 3,FINISHED,M,Athletics,ATH,Stade de France,1566898,MUZRAPOV Favoris,Person,TJK,Tajikistan,3.0,10.60,TIME,,,,4,1247
3727,2024-08-03T10:52:08+02:00,ATHM100M--------------PREL000300--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 3,Preliminary Round - Heat 3,FINISHED,M,Athletics,ATH,Stade de France,1965999,DIU Felix Chun Hei,Person,HKG,"Hong Kong, China",4.0,10.62,TIME,,,,3,800
3728,2024-08-03T10:52:08+02:00,ATHM100M--------------PREL000300--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 3,Preliminary Round - Heat 3,FINISHED,M,Athletics,ATH,Stade de France,1967486,GARCIA Melique,Person,HON,Honduras,5.0,10.76,TIME,,,,6,801
3729,2024-08-03T10:52:08+02:00,ATHM100M--------------PREL000300--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 3,Preliminary Round - Heat 3,FINISHED,M,Athletics,ATH,Stade de France,1976100,GARDINER Rija Vatomanga,Person,MAD,Madagascar,6.0,10.82,TIME,,,,7,1018
3730,2024-08-03T10:52:08+02:00,ATHM100M--------------PREL000300--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 3,Preliminary Round - Heat 3,FINISHED,M,Athletics,ATH,Stade de France,1541606,ATAIDE Manuel,Person,TLS,Timor-Leste,7.0,11.35,TIME,,,,9,1248
3731,2024-08-03T10:52:08+02:00,ATHM100M--------------PREL000300--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 3,Preliminary Round - Heat 3,FINISHED,M,Athletics,ATH,Stade de France,3539612,AL-YAFAEE Samer,Person,YEM,Yemen,8.0,11.54,TIME,,,,8,1369
12944,2024-08-03T11:12:18+02:00,ATHM100M--------------PREL000100--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 1,Preliminary Round - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1533176,CAMARA Ebrahima,Person,GAM,Gambia,1.0,10.29,TIME,,,Q,2,688
12945,2024-08-03T11:12:18+02:00,ATHM100M--------------PREL000100--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 1,Preliminary Round - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1551159,FAHMI Muhd Azeem,Person,MAS,Malaysia,2.0,10.42,TIME,,,Q,3,1027
12946,2024-08-03T11:12:18+02:00,ATHM100M--------------PREL000100--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 1,Preliminary Round - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1572093,LOUIS Marc Brian,Person,SGP,Singapore,3.0,10.43,TIME,,,q,4,1206
12947,2024-08-03T11:12:18+02:00,ATHM100M--------------PREL000100--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 1,Preliminary Round - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1543197,NOOR ZAHI Sha Mahmood,Person,AFG,Afghanistan,4.0,10.64,TIME,,,,5,301
12948,2024-08-03T11:12:18+02:00,ATHM100M--------------PREL000100--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 1,Preliminary Round - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1564230,CAMARA Seco,Person,GBS,Guinea-Bissau,5.0,10.76,TIME,,,,6,729
12949,2024-08-03T11:12:18+02:00,ATHM100M--------------PREL000100--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 1,Preliminary Round - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1944598,REED William,Person,MHL,Marshall Islands,6.0,11.29,TIME,,,,7,1037
12950,2024-08-03T11:12:18+02:00,ATHM100M--------------PREL000100--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 1,Preliminary Round - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1897299,MAIBUCA Karalo Hepoiteloto,Person,TUV,Tuvalu,7.0,11.30,TIME,,,,8,1269
1837,2024-08-03T11:12:19+02:00,ATHM100M--------------PREL000500--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 5,Preliminary Round - Heat 5,FINISHED,M,Athletics,ATH,Stade de France,1536925,HARRIS Naquille,Person,SKN,St Kitts and Nevis,1.0,10.33,TIME,,,Q,3,1207
1838,2024-08-03T11:12:19+02:00,ATHM100M--------------PREL000500--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 5,Preliminary Round - Heat 5,FINISHED,M,Athletics,ATH,Stade de France,1936309,ZOHRI Lalu Muhammad,Person,INA,Indonesia,2.0,10.35,TIME,,,Q,2,806
1839,2024-08-03T11:12:19+02:00,ATHM100M--------------PREL000500--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 5,Preliminary Round - Heat 5,FINISHED,M,Athletics,ATH,Stade de France,1966034,MULAMBA Dominique Lasconi,Person,COD,DR Congo,3.0,10.54,TIME,,,q,5,514
1840,2024-08-03T11:12:19+02:00,ATHM100M--------------PREL000500--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 5,Preliminary Round - Heat 5,FINISHED,M,Athletics,ATH,Stade de France,1545966,SISSOKO Fode,Person,MLI,Mali,4.0,10.66,TIME,,,,4,1039
1841,2024-08-03T11:12:19+02:00,ATHM100M--------------PREL000500--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 5,Preliminary Round - Heat 5,FINISHED,M,Athletics,ATH,Stade de France,1566535,GREEN Joseph,Person,GUM,Guam,5.0,10.85,TIME,,,,7,797
1842,2024-08-03T11:12:19+02:00,ATHM100M--------------PREL000500--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 5,Preliminary Round - Heat 5,FINISHED,M,Athletics,ATH,Stade de France,1968309,KAKIOUEA Winzar,Person,NRU,Nauru,6.0,11.15,TIME,,,,6,1103
1843,2024-08-03T11:12:19+02:00,ATHM100M--------------PREL000500--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 5,Preliminary Round - Heat 5,FINISHED,M,Athletics,ATH,Stade de France,3559388,SANTANDER VILLARUBIA Remigio,Person,GEQ,Equatorial Guinea,7.0,11.65,TIME,,,,9,730
1844,2024-08-03T11:12:19+02:00,ATHM100M--------------PREL000500--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 5,Preliminary Round - Heat 5,FINISHED,M,Athletics,ATH,Stade de France,1955807,FUKOFUKA Maleselo,Person,TGA,Tonga,8.0,12.11,TIME,,,,8,1245
1849,2024-08-03T11:12:19+02:00,ATHM100M--------------PREL000400--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 4,Preliminary Round - Heat 4,FINISHED,M,Athletics,ATH,Stade de France,3544811,BORZOR Christopher,Person,HAI,Haiti,1.0,10.26,TIME,,,Q,2,799
1850,2024-08-03T11:12:19+02:00,ATHM100M--------------PREL000400--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 4,Preliminary Round - Heat 4,FINISHED,M,Athletics,ATH,Stade de France,1938524,SANTOS Marcos,Person,ANG,Angola,2.0,10.31,TIME,,,Q,4,311
1851,2024-08-03T11:12:19+02:00,ATHM100M--------------PREL000400--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 4,Preliminary Round - Heat 4,FINISHED,M,Athletics,ATH,Stade de France,1533208,MAAROUFOU Hachim,Person,COM,Comoros,3.0,10.44,TIME,,,q,3,522
1852,2024-08-03T11:12:19+02:00,ATHM100M--------------PREL000400--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 4,Preliminary Round - Heat 4,FINISHED,M,Athletics,ATH,Stade de France,1536233,YASEEN Taha Hussein,Person,IRQ,Iraq,4.0,10.51,TIME,,,q,9,831
1853,2024-08-03T11:12:19+02:00,ATHM100M--------------PREL000400--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 4,Preliminary Round - Heat 4,FINISHED,M,Athletics,ATH,Stade de France,1568137,ADAM Ibadulla,Person,MDV,Maldives,5.0,10.55,TIME,,,,5,1030
1854,2024-08-03T11:12:19+02:00,ATHM100M--------------PREL000400--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 4,Preliminary Round - Heat 4,FINISHED,M,Athletics,ATH,Stade de France,1562077,GILL Shaun,Person,BIZ,Belize,6.0,11.17,TIME,,,,6,403
1855,2024-08-03T11:12:19+02:00,ATHM100M--------------PREL000400--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 4,Preliminary Round - Heat 4,FINISHED,M,Athletics,ATH,Stade de France,1550219,FITI Scott James,Person,FSM,Micronesia,7.0,11.61,TIME,,,,8,686
1856,2024-08-03T11:12:19+02:00,ATHM100M--------------PREL000400--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 4,Preliminary Round - Heat 4,FINISHED,M,Athletics,ATH,Stade de France,1550108,ESSABAI Ahmed,Person,LBA,Libya,8.0,11.89,TIME,,,,7,1003
8059,2024-08-03T11:14:41+02:00,ATHM100M--------------PREL000600--,ATHM100M,Men's 100m,Men's 100m Preliminary Round - Heat 6,Preliminary Round - Heat 6,FINISHED,M,Athletics,ATH,Stade de France,3205098,DELISER ESPINOSA Arturo Harmodio,Person,PAN,Panama,1.0,10.34,TIME,,,Q,2,1114
