,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,result_diff,qualification_mark,start_order,bib
9754,2024-08-02T20:47:56+02:00,ATHM1500M-------------RND1000200--,ATHM1500M,Men's 1500m,Men's 1500m Round 1 - Heat 2,Round 1 - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1910760,GOUYETTE Mael,Person,FRA,France,15.0,3:37.87,TIME,,,Re,3,652
5710,2024-08-03T19:21:18+02:00,ATHM1500M-------------REP-000100--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 1,Repechage - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1956237,DOYLE Cathal,Person,IRL,Ireland,1.0,3:34.92,TIME,,,Q,5,824
5711,2024-08-03T19:21:18+02:00,ATHM1500M-------------REP-000100--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 1,Repechage - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1910773,HABZ Azeddine,Person,FRA,France,2.0,3:35.10,TIME,,,Q,3,653
5712,2024-08-03T19:21:18+02:00,ATHM1500M-------------REP-000100--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 1,Repechage - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1552342,MESLEK Ossama,Person,ITA,Italy,3.0,3:35.32,TIME,,,Q,7,860
5713,2024-08-03T19:21:18+02:00,ATHM1500M-------------REP-000100--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 1,Repechage - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1981075,TSHITE Tshepo,Person,RSA,South Africa,4.0,3:35.35,TIME,,,,6,1193
5714,2024-08-03T19:21:18+02:00,ATHM1500M-------------REP-000100--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 1,Repechage - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1974185,LUMB Kieran,Person,CAN,Canada,5.0,3:35.76,TIME,,,,1,462
5715,2024-08-03T19:21:18+02:00,ATHM1500M-------------REP-000100--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 1,Repechage - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1895594,VERMEULEN Jochem,Person,BEL,Belgium,6.0,3:36.14,TIME,,,,2,394
5716,2024-08-03T19:21:18+02:00,ATHM1500M-------------REP-000100--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 1,Repechage - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1539962,McCANN Luke,Person,IRL,Ireland,7.0,3:36.50,TIME,,,,12,828
5717,2024-08-03T19:21:18+02:00,ATHM1500M-------------REP-000100--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 1,Repechage - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1920194,PROBST Marius,Person,GER,Germany,8.0,3:36.54,TIME,,,,8,765
5718,2024-08-03T19:21:18+02:00,ATHM1500M-------------REP-000100--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 1,Repechage - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,4978022,WYDERKA Maciej,Person,POL,Poland,9.0,3:36.79,TIME,,,,10,1144
5719,2024-08-03T19:21:18+02:00,ATHM1500M-------------REP-000100--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 1,Repechage - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1536568,FAYISA Abdisa,Person,ETH,Ethiopia,10.0,3:36.82,TIME,,,,4,613
5720,2024-08-03T19:21:18+02:00,ATHM1500M-------------REP-000100--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 1,Repechage - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1904126,GARCIA Mario,Person,ESP,Spain,11.0,3:37.01,TIME,,,,9,592
5721,2024-08-03T19:21:18+02:00,ATHM1500M-------------REP-000100--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 1,Repechage - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1939860,McSWEYN Stewart,Person,AUS,Australia,12.0,3:37.49,TIME,,,,11,340
5722,2024-08-03T19:21:18+02:00,ATHM1500M-------------REP-000100--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 1,Repechage - Heat 1,FINISHED,M,Athletics,ATH,Stade de France,1563794,PALLITSCH Raphael,Person,AUT,Austria,13.0,3:39.32,TIME,,,,13,358
11474,2024-08-03T19:42:07+02:00,ATHM1500M-------------REP-000200--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 2,Repechage - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1570124,RIVA Federico,Person,ITA,Italy,1.0,3:32.84,TIME,,,Q,10,866
11475,2024-08-03T19:42:07+02:00,ATHM1500M-------------REP-000200--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 2,Repechage - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1974233,PHILIBERT-THIBOUTOT Charles,Person,CAN,Canada,2.0,3:33.53,TIME,,,Q,9,465
11476,2024-08-03T19:42:07+02:00,ATHM1500M-------------REP-000200--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 2,Repechage - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1924455,MILLS George,Person,GBR,Great Britain,3.0,3:33.56,TIME,,,Q,14,712
11477,2024-08-03T19:42:07+02:00,ATHM1500M-------------REP-000200--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 2,Repechage - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1569325,PIHLSTROM Samuel,Person,SWE,Sweden,4.0,3:33.58,TIME,,,,11,1240
11478,2024-08-03T19:42:07+02:00,ATHM1500M-------------REP-000200--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 2,Repechage - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1939840,HOARE Oliver,Person,AUS,Australia,5.0,3:34.00,TIME,,,,13,332
11479,2024-08-03T19:42:07+02:00,ATHM1500M-------------REP-000200--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 2,Repechage - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1939720,SPENCER Adam,Person,AUS,Australia,6.0,3:34.45,TIME,,,,3,346
11480,2024-08-03T19:42:07+02:00,ATHM1500M-------------REP-000200--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 2,Repechage - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1573166,RAK Filip,Person,POL,Poland,7.0,3:34.53,TIME,,,,8,1136
11481,2024-08-03T19:42:07+02:00,ATHM1500M-------------REP-000200--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 2,Repechage - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1904112,FONTES Ignacio,Person,ESP,Spain,8.0,3:35.04,TIME,,,,1,590
11482,2024-08-03T19:42:07+02:00,ATHM1500M-------------REP-000200--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 2,Repechage - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1910760,GOUYETTE Mael,Person,FRA,France,9.0,3:35.42,TIME,,,,5,652
11483,2024-08-03T19:42:07+02:00,ATHM1500M-------------REP-000200--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 2,Repechage - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1915357,VERHEYDEN Ruben,Person,BEL,Belgium,10.0,3:36.06,TIME,,,,6,393
11484,2024-08-03T19:42:07+02:00,ATHM1500M-------------REP-000200--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 2,Repechage - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1981071,MPHAHLELE Ryan,Person,RSA,South Africa,11.0,3:36.64,TIME,,,,7,1183
11485,2024-08-03T19:42:07+02:00,ATHM1500M-------------REP-000200--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 2,Repechage - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,2475379,COSCORAN Andrew,Person,IRL,Ireland,12.0,3:39.45,TIME,,,,12,823
11486,2024-08-03T19:42:07+02:00,ATHM1500M-------------REP-000200--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 2,Repechage - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1926688,TANNER Samuel,Person,NZL,New Zealand,13.0,3:40.71,TIME,,,,2,1110
11487,2024-08-03T19:42:07+02:00,ATHM1500M-------------REP-000200--,ATHM1500M,Men's 1500m,Men's 1500m Repechage - Heat 2,Repechage - Heat 2,FINISHED,M,Athletics,ATH,Stade de France,1904172,MECHAAL Adel,Person,ESP,Spain,14.0,3:42.79,TIME,,,,4,599
1038,2024-08-04T21:16:23+02:00,ATHM1500M-------------SFNL000100--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 1,Semi-Final 1,FINISHED,M,Athletics,ATH,Stade de France,1898250,INGEBRIGTSEN Jakob,Person,NOR,Norway,1.0,3:32.38,TIME,,,Q,5,1092
1039,2024-08-04T21:16:23+02:00,ATHM1500M-------------SFNL000100--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 1,Semi-Final 1,FINISHED,M,Athletics,ATH,Stade de France,1924440,KERR Josh,Person,GBR,Great Britain,2.0,3:32.46,TIME,,,Q,3,708
1040,2024-08-04T21:16:23+02:00,ATHM1500M-------------SFNL000100--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 1,Semi-Final 1,FINISHED,M,Athletics,ATH,Stade de France,1960933,HOCKER Cole,Person,USA,United States,3.0,3:32.54,TIME,,,Q,8,1312
1041,2024-08-04T21:16:23+02:00,ATHM1500M-------------SFNL000100--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 1,Semi-Final 1,FINISHED,M,Athletics,ATH,Stade de France,1910569,KOMEN Brian,Person,KEN,Kenya,4.0,3:32.57,TIME,,,Q,1,977
1042,2024-08-04T21:16:23+02:00,ATHM1500M-------------SFNL000100--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 1,Semi-Final 1,FINISHED,M,Athletics,ATH,Stade de France,1972226,NILLESSEN Stefan,Person,NED,Netherlands,5.0,3:32.73,TIME,,,Q,10,1059
1043,2024-08-04T21:16:23+02:00,ATHM1500M-------------SFNL000100--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 1,Semi-Final 1,FINISHED,M,Athletics,ATH,Stade de France,1552303,ARESE Pietro,Person,ITA,Italy,6.0,3:33.03,TIME,,,Q,6,841
1044,2024-08-04T21:16:23+02:00,ATHM1500M-------------SFNL000100--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 1,Semi-Final 1,FINISHED,M,Athletics,ATH,Stade de France,1920110,FARKEN Robert,Person,GER,Germany,7.0,3:33.35,TIME,,,,2,744
1045,2024-08-04T21:16:23+02:00,ATHM1500M-------------SFNL000100--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 1,Semi-Final 1,FINISHED,M,Athletics,ATH,Stade de France,1938754,NADER Isaac,Person,POR,Portugal,8.0,3:34.75,TIME,,,,11,1156
1046,2024-08-04T21:16:23+02:00,ATHM1500M-------------SFNL000100--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 1,Semi-Final 1,FINISHED,M,Athletics,ATH,Stade de France,1570124,RIVA Federico,Person,ITA,Italy,9.0,3:35.26,TIME,,,,9,866
1047,2024-08-04T21:16:23+02:00,ATHM1500M-------------SFNL000100--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 1,Semi-Final 1,FINISHED,M,Athletics,ATH,Stade de France,1928786,CHERUIYOT Reynold,Person,KEN,Kenya,10.0,3:35.32,TIME,,,,12,963
1048,2024-08-04T21:16:23+02:00,ATHM1500M-------------SFNL000100--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 1,Semi-Final 1,FINISHED,M,Athletics,ATH,Stade de France,1924455,MILLS George,Person,GBR,Great Britain,11.0,3:37.12,TIME,,,,4,712
1049,2024-08-04T21:16:23+02:00,ATHM1500M-------------SFNL000100--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 1,Semi-Final 1,FINISHED,M,Athletics,ATH,Stade de France,1536372,GIRMA Ermias,Person,ETH,Ethiopia,12.0,3:40.27,TIME,,,,7,617
8697,2024-08-04T21:25:46+02:00,ATHM1500M-------------SFNL000200--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 2,Semi-Final 2,FINISHED,M,Athletics,ATH,Stade de France,1965327,NUGUSE Yared,Person,USA,United States,1.0,3:31.72,TIME,,,Q,6,1339
8698,2024-08-04T21:25:46+02:00,ATHM1500M-------------SFNL000200--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 2,Semi-Final 2,FINISHED,M,Athletics,ATH,Stade de France,1960921,KESSLER Hobbs,Person,USA,United States,2.0,3:31.97,TIME,,,Q,2,1320
8699,2024-08-04T21:25:46+02:00,ATHM1500M-------------SFNL000200--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 2,Semi-Final 2,FINISHED,M,Athletics,ATH,Stade de France,1924422,GOURLEY Neil,Person,GBR,Great Britain,3.0,3:32.11,TIME,,,Q,7,701
8700,2024-08-04T21:25:46+02:00,ATHM1500M-------------SFNL000200--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 2,Semi-Final 2,FINISHED,M,Athletics,ATH,Stade de France,1972123,LAROS Niels,Person,NED,Netherlands,4.0,3:32.22,TIME,,,Q,4,1055
8701,2024-08-04T21:25:46+02:00,ATHM1500M-------------SFNL000200--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 2,Semi-Final 2,FINISHED,M,Athletics,ATH,Stade de France,1910443,CHERUIYOT Timothy,Person,KEN,Kenya,5.0,3:32.30,TIME,,,Q,1,964
8702,2024-08-04T21:25:46+02:00,ATHM1500M-------------SFNL000200--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 2,Semi-Final 2,FINISHED,M,Athletics,ATH,Stade de France,1889129,NORDAS Narve Gilje,Person,NOR,Norway,6.0,3:32.34,TIME,,,Q,11,1098
8703,2024-08-04T21:25:46+02:00,ATHM1500M-------------SFNL000200--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 2,Semi-Final 2,FINISHED,M,Athletics,ATH,Stade de France,1556671,ESSAYI Anass,Person,MAR,Morocco,7.0,3:32.49,TIME,,,,9,1023
8704,2024-08-04T21:25:46+02:00,ATHM1500M-------------SFNL000200--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 2,Semi-Final 2,FINISHED,M,Athletics,ATH,Stade de France,1552342,MESLEK Ossama,Person,ITA,Italy,8.0,3:32.77,TIME,,,,10,860
8705,2024-08-04T21:25:46+02:00,ATHM1500M-------------SFNL000200--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 2,Semi-Final 2,FINISHED,M,Athletics,ATH,Stade de France,1537052,TEFERA Samuel,Person,ETH,Ethiopia,9.0,3:33.02,TIME,,,,5,621
8706,2024-08-04T21:25:46+02:00,ATHM1500M-------------SFNL000200--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 2,Semi-Final 2,FINISHED,M,Athletics,ATH,Stade de France,1956237,DOYLE Cathal,Person,IRL,Ireland,10.0,3:33.15,TIME,,,,8,824
8707,2024-08-04T21:25:46+02:00,ATHM1500M-------------SFNL000200--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 2,Semi-Final 2,FINISHED,M,Athletics,ATH,Stade de France,1974233,PHILIBERT-THIBOUTOT Charles,Person,CAN,Canada,11.0,3:33.29,TIME,,,,3,465
8708,2024-08-04T21:25:46+02:00,ATHM1500M-------------SFNL000200--,ATHM1500M,Men's 1500m,Men's 1500m Semi-Final 2,Semi-Final 2,FINISHED,M,Athletics,ATH,Stade de France,1910773,HABZ Azeddine,Person,FRA,France,12.0,3:34.35,TIME,,,,12,653
12089,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1929767,PINTADO Brian Daniel,Person,ECU,Ecuador,1.0,1:18:55,TIME,,,,13,29
12090,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1951928,BONFIM Caio,Person,BRA,Brazil,2.0,1:19:09,TIME,,+0:14,,4,15
12091,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1904165,MARTIN Alvaro,Person,ESP,Spain,3.0,1:19:11,TIME,,+0:16,,15,33
12092,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1568473,STANO Massimo,Person,ITA,Italy,4.0,1:19:12,TIME,,+0:17,,33,55
12093,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1974102,DUNFEE Evan,Person,CAN,Canada,5.0,1:19:16,TIME,,+0:21,,7,18
12094,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1948461,WAKUMA Misgana,Person,ETH,Ethiopia,6.0,1:19:31,TIME,,+0:36,,17,35
12095,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1919850,IKEDA Koki,Person,JPN,Japan,7.0,1:19:41,TIME,,+0:46,,35,57
12096,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1919921,KOGA Yuta,Person,JPN,Japan,8.0,1:19:50,TIME,,+0:55,,36,59
12097,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1911900,QUINION Aurelien,Person,FRA,France,9.0,1:19:56,TIME,,+1:01,,20,38
12098,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1918996,ZHANG Jun,Person,CHN,China,10.0,1:19:56,TIME,,+1:01,,10,23
12099,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1939758,TINGAY Declan,Person,AUS,Australia,11.0,1:19:56,TIME,,+1:01,,3,14
12100,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1939848,COWLEY Rhydian,Person,AUS,Australia,12.0,1:20:04,TIME,,+1:09,,1,10
12101,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1536599,CHAMA Noel,Person,MEX,Mexico,13.0,1:20:19,TIME,,+1:24,,39,63
12102,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1536600,ORTIZ Ricardo,Person,MEX,Mexico,14.0,1:20:27,TIME,,+1:32,,41,65
12103,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1929977,HURTADO David,Person,ECU,Ecuador,15.0,1:20:30,TIME,,+1:35,,11,27
12104,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1924505,WILKINSON Callum,Person,GBR,Great Britain,16.0,1:20:31,TIME,,+1:36,,21,39
12105,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1904171,McGRATH Paul,Person,ESP,Spain,17.0,1:20:32,TIME,,+1:37,,16,34
12106,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1919822,HAMANISHI Ryo,Person,JPN,Japan,18.0,1:20:33,TIME,,+1:38,,34,56
12107,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1920161,LINKE Christopher,Person,GER,Germany,19.0,1:20:35,TIME,,+1:40,,23,42
12108,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1552394,FORTUNATO Francesco,Person,ITA,Italy,20.0,1:20:38,TIME,,+1:43,,31,53
12109,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1569323,KARLSTROM Perseus,Person,SWE,Sweden,21.0,1:21:05,TIME,,+2:10,,47,74
12110,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1932765,GATHIMBA Samuel Kireri,Person,KEN,Kenya,22.0,1:21:26,TIME,,+2:31,,37,61
12111,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1920154,KOEPP Leo,Person,GER,Germany,23.0,1:21:36,TIME,,+2:41,,22,41
12112,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1910647,BORDIER Gabriel,Person,FRA,France,24.0,1:21:40,TIME,,+2:45,,19,37
12113,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1929989,JIMENEZ ARROBO Jordy Rafael,Person,ECU,Ecuador,25.0,1:21:44,TIME,,+2:49,,12,28
12114,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1935525,CAMPOS Luis Henry,Person,PER,Peru,26.0,1:22:00,TIME,,+3:05,,42,67
12115,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,3519160,BRZOZOWSKI Artur,Person,POL,Poland,27.0,1:22:11,TIME,,+3:16,,45,70
12116,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1952072,GONCALVES dos SANTOS Max Batista,Person,BRA,Brazil,28.0,1:22:16,TIME,,+3:21,,6,17
12117,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1573053,BEN HLIMA Maher,Person,POL,Poland,29.0,1:22:34,TIME,,+3:39,,44,69
12118,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1544354,SINGH Vikash,Person,IND,India,30.0,1:22:36,TIME,,+3:41,,30,51
12119,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1918997,LI Yandong,Person,CHN,China,31.0,1:22:46,TIME,,+3:51,,8,21
12120,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1904357,PARTANEN Veli-Matti,Person,FIN,Finland,32.0,1:22:56,TIME,,+4:01,,18,36
12121,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1904122,GARCIA CARRERA Diego,Person,ESP,Spain,33.0,1:23:10,TIME,,+4:15,,14,31
12122,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1568807,CERNY Dominik,Person,SVK,Slovakia,34.0,1:23:25,TIME,,+4:30,,46,72
12123,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1939811,SWAN Kyle,Person,AUS,Australia,35.0,1:23:32,TIME,,+4:37,,2,12
12124,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1918990,WANG Zhaozhao,Person,CHN,China,36.0,1:23:40,TIME,,+4:45,,9,22
12125,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1544355,BISHT Paramjeet Singh,Person,IND,India,37.0,1:23:48,TIME,,+4:53,,28,48
12126,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1952742,BARRONDO Jose Alejandro,Person,GUA,Guatemala,38.0,1:24:17,TIME,,+5:22,,25,44
12127,2024-08-01T09:48:58+02:00,ATHM20KMWALK----------FNL-000100--,ATHM20KMWALK,Men's 20km Race Walk,Men's 20km Race Walk,Final,FINISHED,M,Athletics,ATH,Trocadéro,1952058,CORREA Matheus,Person,BRA,Brazil,39.0,1:24:25,TIME,,+5:30,,5,16
