,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,start_order
1351,2024-07-30T15:28:26+02:00,HBLWTEAM7-------------GPB-000700--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---NED01,Netherlands,Team,NED,Netherlands,29,POINTS,W,1
1352,2024-07-30T15:28:26+02:00,HBLWTEAM7-------------GPB-000700--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---ESP01,Spain,Team,ESP,Spain,24,POINTS,L,2
11472,2024-07-30T17:31:32+02:00,HBLWTEAM7-------------GPB-000800--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---HUN01,Hungary,Team,HUN,Hungary,31,POINTS,T,1
11473,2024-07-30T17:31:32+02:00,HBLWTEAM7-------------GPB-000800--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---ANG01,Angola,Team,ANG,Angola,31,POINTS,T,2
11470,2024-07-30T20:41:13+02:00,HBLWTEAM7-------------GPB-000900--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---FRA01,France,Team,FRA,France,26,POINTS,W,1
11471,2024-07-30T20:41:13+02:00,HBLWTEAM7-------------GPB-000900--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---BRA01,Brazil,Team,BRA,Brazil,20,POINTS,L,2
2847,2024-08-01T10:34:44+02:00,HBLWTEAM7-------------GPB-001000--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---NED01,Netherlands,Team,NED,Netherlands,31,POINTS,W,1
2848,2024-08-01T10:34:44+02:00,HBLWTEAM7-------------GPB-001000--,HBLWTEAM7,Women,Women's Preliminary Round Group B,Preliminary Round Group B,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---BRA01,Brazil,Team,BRA,Brazil,24,POINTS,L,2
437,2024-08-01T12:35:55+02:00,HBLWTEAM7-------------GPA-001000--,HBLWTEAM7,Women,Women's Preliminary Round Group A,Preliminary Round Group A,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---KOR01,Republic of Korea,Team,KOR,Korea,21,POINTS,L,1
438,2024-08-01T12:35:55+02:00,HBLWTEAM7-------------GPA-001000--,HBLWTEAM7,Women,Women's Preliminary Round Group A,Preliminary Round Group A,FINISHED,W,Handball,HBL,South Paris Arena 6,HBLWTEAM7---SWE01,Sweden,Team,SWE,Sweden,27,POINTS,W,2
