,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,result_IRM
214,2024-08-02T18:57:20+02:00,BDMMSINGLES-----------QFNL000300--,BDMMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,FINISHED,M,Badminton,BDM,La Chapelle Arena,1570054,CHOU Tien Chen,Person,TPE,Chinese Taipei,1,POINTS,L,
215,2024-08-02T18:57:20+02:00,BDMMSINGLES-----------QFNL000300--,BDMMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,FINISHED,M,Badminton,BDM,La Chapelle Arena,1539849,SEN Lakshya,Person,IND,India,2,POINTS,W,
9668,2024-08-02T19:50:19+02:00,BDMMSINGLES-----------QFNL000100--,BDMMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,FINISHED,M,Badminton,BDM,La Chapelle Arena,1913421,SHI Yu Qi,Person,CHN,China,0,POINTS,L,
9669,2024-08-02T19:50:19+02:00,BDMMSINGLES-----------QFNL000100--,BDMMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,FINISHED,M,Badminton,BDM,La Chapelle Arena,1926294,VITIDSARN Kunlavut,Person,THA,Thailand,2,POINTS,W,
192,2024-08-02T20:52:49+02:00,BDMMSINGLES-----------QFNL000200--,BDMMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,FINISHED,M,Badminton,BDM,La Chapelle Arena,1888994,ANTONSEN Anders,Person,DEN,Denmark,0,POINTS,L,
193,2024-08-02T20:52:49+02:00,BDMMSINGLES-----------QFNL000200--,BDMMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,FINISHED,M,Badminton,BDM,La Chapelle Arena,1566617,LEE Zii Jia,Person,MAS,Malaysia,2,POINTS,W,
5609,2024-08-02T21:59:55+02:00,BDMMSINGLES-----------QFNL000400--,BDMMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,FINISHED,M,Badminton,BDM,La Chapelle Arena,1536648,LOH Kean Yew,Person,SGP,Singapore,0,POINTS,L,
5610,2024-08-02T21:59:55+02:00,BDMMSINGLES-----------QFNL000400--,BDMMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,FINISHED,M,Badminton,BDM,La Chapelle Arena,1888993,AXELSEN Viktor,Person,DEN,Denmark,2,POINTS,W,
6613,2024-08-04T11:43:13+02:00,BDMMSINGLES-----------SFNL000100--,BDMMSINGLES,Men's Singles,Men's Singles Semifinal,Semifinal,FINISHED,M,Badminton,BDM,La Chapelle Arena,1926294,VITIDSARN Kunlavut,Person,THA,Thailand,2,POINTS,W,
6614,2024-08-04T11:43:13+02:00,BDMMSINGLES-----------SFNL000100--,BDMMSINGLES,Men's Singles,Men's Singles Semifinal,Semifinal,FINISHED,M,Badminton,BDM,La Chapelle Arena,1566617,LEE Zii Jia,Person,MAS,Malaysia,0,POINTS,L,
10845,2024-08-04T12:56:37+02:00,BDMMSINGLES-----------SFNL000200--,BDMMSINGLES,Men's Singles,Men's Singles Semifinal,Semifinal,FINISHED,M,Badminton,BDM,La Chapelle Arena,1539849,SEN Lakshya,Person,IND,India,0,POINTS,L,
10846,2024-08-04T12:56:37+02:00,BDMMSINGLES-----------SFNL000200--,BDMMSINGLES,Men's Singles,Men's Singles Semifinal,Semifinal,FINISHED,M,Badminton,BDM,La Chapelle Arena,1888993,AXELSEN Viktor,Person,DEN,Denmark,2,POINTS,W,
1002,2024-07-27T09:03:39+02:00,BDMXDOUBLES-----------GPB-000300--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-KOR01,SEO Seung Jae / CHAE Yu Jung,Team,KOR,Korea,2,POINTS,W,
1003,2024-07-27T09:03:39+02:00,BDMXDOUBLES-----------GPB-000300--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-ALG01,MAMMERI Koceila / MAMMERI Tanina Violette,Team,ALG,Algeria,0,POINTS,L,
819,2024-07-27T09:18:08+02:00,BDMXDOUBLES-----------GPD-000600--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-CHN01,FENG Yan Zhe / HUANG Dong Ping,Team,CHN,China,2,POINTS,W,
820,2024-07-27T09:18:08+02:00,BDMXDOUBLES-----------GPD-000600--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-USA01,CHIU Vinson / GAI Jennie,Team,USA,United States,0,POINTS,L,
8572,2024-07-27T10:16:55+02:00,BDMXDOUBLES-----------GPD-000500--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-MAS01,CHEN Tang Jie / TOH Ee Wei,Team,MAS,Malaysia,2,POINTS,W,
8573,2024-07-27T10:16:55+02:00,BDMXDOUBLES-----------GPD-000500--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-SGP01,HEE Yong Kai Terry / TAN Wei Han Jessica,Team,SGP,Singapore,0,POINTS,L,
6334,2024-07-27T11:00:24+02:00,BDMXDOUBLES-----------GPB-000400--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-THA01,PUAVARANUKROH Dechapol / TAERATTANACHAI Sapsiree,Team,THA,Thailand,2,POINTS,W,
6335,2024-07-27T11:00:24+02:00,BDMXDOUBLES-----------GPB-000400--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-NED01,TABELING Robin / PIEK Selena,Team,NED,Netherlands,0,POINTS,L,
13231,2024-07-27T14:44:52+02:00,BDMXDOUBLES-----------GPC-000200--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-HKG01,TANG Chun Man / TSE Ying Suet,Team,HKG,"Hong Kong, China",2,POINTS,W,
13232,2024-07-27T14:44:52+02:00,BDMXDOUBLES-----------GPC-000200--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-TPE01,YE Hong Wei / LEE Chia Hsin,Team,TPE,Chinese Taipei,0,POINTS,L,
1911,2024-07-27T16:34:17+02:00,BDMXDOUBLES-----------GPA-000300--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-CHN02,ZHENG Si Wei / HUANG Ya Qiong,Team,CHN,China,2,POINTS,W,
1912,2024-07-27T16:34:17+02:00,BDMXDOUBLES-----------GPA-000300--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-FRA01,GICQUEL Thom / DELRUE Delphine,Team,FRA,France,0,POINTS,L,
3498,2024-07-27T17:21:02+02:00,BDMXDOUBLES-----------GPA-000400--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-KOR02,KIM Won Ho / JEONG Na Eun,Team,KOR,Korea,1,POINTS,L,
3499,2024-07-27T17:21:02+02:00,BDMXDOUBLES-----------GPA-000400--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-INA01,RIVALDY Rinov / MENTARI Pitha Haningtyas,Team,INA,Indonesia,2,POINTS,W,
6160,2024-07-28T09:13:49+02:00,BDMXDOUBLES-----------GPD-000100--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-CHN01,FENG Yan Zhe / HUANG Dong Ping,Team,CHN,China,2,POINTS,W,
6161,2024-07-28T09:13:49+02:00,BDMXDOUBLES-----------GPD-000100--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-SGP01,HEE Yong Kai Terry / TAN Wei Han Jessica,Team,SGP,Singapore,0,POINTS,L,
10437,2024-07-28T12:25:06+02:00,BDMXDOUBLES-----------GPD-000200--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-MAS01,CHEN Tang Jie / TOH Ee Wei,Team,MAS,Malaysia,2,POINTS,W,
10438,2024-07-28T12:25:06+02:00,BDMXDOUBLES-----------GPD-000200--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-USA01,CHIU Vinson / GAI Jennie,Team,USA,United States,0,POINTS,L,
8136,2024-07-28T14:29:09+02:00,BDMXDOUBLES-----------GPA-000100--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-CHN02,ZHENG Si Wei / HUANG Ya Qiong,Team,CHN,China,2,POINTS,W,
8137,2024-07-28T14:29:09+02:00,BDMXDOUBLES-----------GPA-000100--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-INA01,RIVALDY Rinov / MENTARI Pitha Haningtyas,Team,INA,Indonesia,0,POINTS,L,
1885,2024-07-28T15:50:30+02:00,BDMXDOUBLES-----------GPA-000200--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-KOR02,KIM Won Ho / JEONG Na Eun,Team,KOR,Korea,2,POINTS,W,
1886,2024-07-28T15:50:30+02:00,BDMXDOUBLES-----------GPA-000200--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-FRA01,GICQUEL Thom / DELRUE Delphine,Team,FRA,France,0,POINTS,L,
996,2024-07-28T20:07:54+02:00,BDMXDOUBLES-----------GPB-000200--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-THA01,PUAVARANUKROH Dechapol / TAERATTANACHAI Sapsiree,Team,THA,Thailand,2,POINTS,W,
997,2024-07-28T20:07:54+02:00,BDMXDOUBLES-----------GPB-000200--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-ALG01,MAMMERI Koceila / MAMMERI Tanina Violette,Team,ALG,Algeria,0,POINTS,L,
8677,2024-07-28T21:50:50+02:00,BDMXDOUBLES-----------GPB-000100--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-KOR01,SEO Seung Jae / CHAE Yu Jung,Team,KOR,Korea,2,POINTS,W,
8678,2024-07-28T21:50:50+02:00,BDMXDOUBLES-----------GPB-000100--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-NED01,TABELING Robin / PIEK Selena,Team,NED,Netherlands,0,POINTS,L,
1997,2024-07-28T22:22:20+02:00,BDMXDOUBLES-----------GPC-000600--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-JPN01,WATANABE Yuta / HIGASHINO Arisa,Team,JPN,Japan,2,POINTS,W,
1998,2024-07-28T22:22:20+02:00,BDMXDOUBLES-----------GPC-000600--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-TPE01,YE Hong Wei / LEE Chia Hsin,Team,TPE,Chinese Taipei,0,POINTS,L,
10445,2024-07-29T09:44:03+02:00,BDMXDOUBLES-----------GPD-000300--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-CHN01,FENG Yan Zhe / HUANG Dong Ping,Team,CHN,China,1,POINTS,L,
10446,2024-07-29T09:44:03+02:00,BDMXDOUBLES-----------GPD-000300--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-MAS01,CHEN Tang Jie / TOH Ee Wei,Team,MAS,Malaysia,2,POINTS,W,
12904,2024-07-29T10:02:48+02:00,BDMXDOUBLES-----------GPA-000600--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-CHN02,ZHENG Si Wei / HUANG Ya Qiong,Team,CHN,China,2,POINTS,W,
12905,2024-07-29T10:02:48+02:00,BDMXDOUBLES-----------GPA-000600--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-KOR02,KIM Won Ho / JEONG Na Eun,Team,KOR,Korea,0,POINTS,L,
3486,2024-07-29T10:59:41+02:00,BDMXDOUBLES-----------GPA-000500--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-INA01,RIVALDY Rinov / MENTARI Pitha Haningtyas,Team,INA,Indonesia,0,POINTS,L,
3487,2024-07-29T10:59:41+02:00,BDMXDOUBLES-----------GPA-000500--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-FRA01,GICQUEL Thom / DELRUE Delphine,Team,FRA,France,2,POINTS,W,
8576,2024-07-29T11:49:46+02:00,BDMXDOUBLES-----------GPD-000400--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-SGP01,HEE Yong Kai Terry / TAN Wei Han Jessica,Team,SGP,Singapore,2,POINTS,W,
8577,2024-07-29T11:49:46+02:00,BDMXDOUBLES-----------GPD-000400--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-USA01,CHIU Vinson / GAI Jennie,Team,USA,United States,0,POINTS,L,
10533,2024-07-29T15:07:55+02:00,BDMXDOUBLES-----------GPB-000600--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-KOR01,SEO Seung Jae / CHAE Yu Jung,Team,KOR,Korea,2,POINTS,W,
10534,2024-07-29T15:07:55+02:00,BDMXDOUBLES-----------GPB-000600--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-THA01,PUAVARANUKROH Dechapol / TAERATTANACHAI Sapsiree,Team,THA,Thailand,1,POINTS,L,
6329,2024-07-29T15:22:43+02:00,BDMXDOUBLES-----------GPB-000500--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-NED01,TABELING Robin / PIEK Selena,Team,NED,Netherlands,2,POINTS,W,
6330,2024-07-29T15:22:43+02:00,BDMXDOUBLES-----------GPB-000500--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-ALG01,MAMMERI Koceila / MAMMERI Tanina Violette,Team,ALG,Algeria,0,POINTS,L,
13233,2024-07-29T22:22:25+02:00,BDMXDOUBLES-----------GPC-000300--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-JPN01,WATANABE Yuta / HIGASHINO Arisa,Team,JPN,Japan,2,POINTS,W,
13234,2024-07-29T22:22:25+02:00,BDMXDOUBLES-----------GPC-000300--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-HKG01,TANG Chun Man / TSE Ying Suet,Team,HKG,"Hong Kong, China",1,POINTS,L,
3554,2024-07-31T21:26:15+02:00,BDMXDOUBLES-----------QFNL000300--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Quarterfinal,Quarterfinal,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-HKG01,TANG Chun Man / TSE Ying Suet,Team,HKG,"Hong Kong, China",0,POINTS,L,
3555,2024-07-31T21:26:15+02:00,BDMXDOUBLES-----------QFNL000300--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Quarterfinal,Quarterfinal,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-KOR01,SEO Seung Jae / CHAE Yu Jung,Team,KOR,Korea,2,POINTS,W,
3550,2024-07-31T22:06:25+02:00,BDMXDOUBLES-----------QFNL000200--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Quarterfinal,Quarterfinal,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-JPN01,WATANABE Yuta / HIGASHINO Arisa,Team,JPN,Japan,2,POINTS,W,
3551,2024-07-31T22:06:25+02:00,BDMXDOUBLES-----------QFNL000200--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Quarterfinal,Quarterfinal,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-THA01,PUAVARANUKROH Dechapol / TAERATTANACHAI Sapsiree,Team,THA,Thailand,0,POINTS,L,
1939,2024-07-31T22:19:30+02:00,BDMXDOUBLES-----------QFNL000400--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Quarterfinal,Quarterfinal,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-KOR02,KIM Won Ho / JEONG Na Eun,Team,KOR,Korea,2,POINTS,W,
1940,2024-07-31T22:19:30+02:00,BDMXDOUBLES-----------QFNL000400--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Quarterfinal,Quarterfinal,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-MAS01,CHEN Tang Jie / TOH Ee Wei,Team,MAS,Malaysia,0,POINTS,L,
12878,2024-07-31T22:27:53+02:00,BDMXDOUBLES-----------QFNL000100--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Quarterfinal,Quarterfinal,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-CHN02,ZHENG Si Wei / HUANG Ya Qiong,Team,CHN,China,2,POINTS,W,
12879,2024-07-31T22:27:53+02:00,BDMXDOUBLES-----------QFNL000100--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Quarterfinal,Quarterfinal,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-CHN01,FENG Yan Zhe / HUANG Dong Ping,Team,CHN,China,0,POINTS,L,
7605,2024-08-01T21:13:23+02:00,BDMXDOUBLES-----------SFNL000200--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Semifinal,Semifinal,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-KOR01,SEO Seung Jae / CHAE Yu Jung,Team,KOR,Korea,1,POINTS,L,
7606,2024-08-01T21:13:23+02:00,BDMXDOUBLES-----------SFNL000200--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Semifinal,Semifinal,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-KOR02,KIM Won Ho / JEONG Na Eun,Team,KOR,Korea,2,POINTS,W,
3108,2024-08-01T21:15:29+02:00,BDMXDOUBLES-----------SFNL000100--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Semifinal,Semifinal,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-CHN02,ZHENG Si Wei / HUANG Ya Qiong,Team,CHN,China,2,POINTS,W,
3109,2024-08-01T21:15:29+02:00,BDMXDOUBLES-----------SFNL000100--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Semifinal,Semifinal,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-JPN01,WATANABE Yuta / HIGASHINO Arisa,Team,JPN,Japan,0,POINTS,L,
7395,2024-08-02T15:54:57+02:00,BDMXDOUBLES-----------FNL-000200--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Bronze Medal Match,Bronze Medal Match,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-JPN01,WATANABE Yuta / HIGASHINO Arisa,Team,JPN,Japan,2,POINTS,W,
7396,2024-08-02T15:54:57+02:00,BDMXDOUBLES-----------FNL-000200--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Bronze Medal Match,Bronze Medal Match,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-KOR01,SEO Seung Jae / CHAE Yu Jung,Team,KOR,Korea,0,POINTS,L,
2823,2024-08-02T16:53:43+02:00,BDMXDOUBLES-----------FNL-000100--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Gold Medal Match,Gold Medal Match,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-CHN02,ZHENG Si Wei / HUANG Ya Qiong,Team,CHN,China,2,POINTS,W,
2824,2024-08-02T16:53:43+02:00,BDMXDOUBLES-----------FNL-000100--,BDMXDOUBLES,Mixed Doubles,Mixed Doubles Gold Medal Match,Gold Medal Match,FINISHED,X,Badminton,BDM,La Chapelle Arena,BDMXDOUBLES-KOR02,KIM Won Ho / JEONG Na Eun,Team,KOR,Korea,0,POINTS,L,
8258,2024-07-27T11:11:37+02:00,BDMWDOUBLES-----------GPA-000300--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-CHN02,CHEN Qing Chen / JIA Yi Fan,Team,CHN,China,2,POINTS,W,
8259,2024-07-27T11:11:37+02:00,BDMWDOUBLES-----------GPA-000300--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-MAS01,TAN Pearly / THINAAH Muralitharan,Team,MAS,Malaysia,0,POINTS,L,
13118,2024-07-27T12:50:18+02:00,BDMWDOUBLES-----------GPA-000400--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-JPN02,MATSUMOTO Mayu / NAGAHARA Wakana,Team,JPN,Japan,2,POINTS,W,
13119,2024-07-27T12:50:18+02:00,BDMWDOUBLES-----------GPA-000400--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-INA01,RAHAYU Apriyani / RAMADHANTI Siti Fadia Silva,Team,INA,Indonesia,0,POINTS,L,
6580,2024-07-27T14:56:34+02:00,BDMWDOUBLES-----------GPB-000600--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-CHN01,LIU Sheng Shu / TAN Ning,Team,CHN,China,2,POINTS,W,
6581,2024-07-27T14:56:34+02:00,BDMWDOUBLES-----------GPB-000600--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-USA01,XU Annie / XU Kerry,Team,USA,United States,0,POINTS,L,
10712,2024-07-27T15:23:04+02:00,BDMWDOUBLES-----------GPB-000500--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-HKG01,YEUNG Nga Ting / YEUNG Pui Lam,Team,HKG,"Hong Kong, China",1,POINTS,L,
10713,2024-07-27T15:23:04+02:00,BDMWDOUBLES-----------GPB-000500--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group B,Group Play Stage - Group B,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-BUL01,STOEVA Gabriela / STOEVA Stefani,Team,BUL,Bulgaria,2,POINTS,W,
12978,2024-07-27T21:13:03+02:00,BDMWDOUBLES-----------GPC-000100--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-JPN01,MATSUYAMA Nami / SHIDA Chiharu,Team,JPN,Japan,2,POINTS,W,
12979,2024-07-27T21:13:03+02:00,BDMWDOUBLES-----------GPC-000100--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-AUS01,MAPASA Setyana / YU Angela,Team,AUS,Australia,0,POINTS,L,
3564,2024-07-27T21:17:55+02:00,BDMWDOUBLES-----------GPC-000200--,BDMWDOUBLES,Women's Doubles,Women's Doubles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,BDMWDOUBLES-KOR02,KIM So Yeong / KONG Hee Yong,Team,KOR,Korea,2,POINTS,W,
