,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,result_IRM
1863,2024-07-27T16:29:15+02:00,BDMMSINGLES-----------GPL-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group L,Group Play Stage - Group L,FINISHED,M,Badminton,BDM,La Chapelle Arena,1539849,SEN Lakshya,Person,IND,India,2,POINTS,W,
1864,2024-07-27T16:29:15+02:00,BDMMSINGLES-----------GPL-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group L,Group Play Stage - Group L,FINISHED,M,Badminton,BDM,La Chapelle Arena,1952948,CORDON Kevin,Person,GUA,Guatemala,0,POINTS,L,
8067,2024-07-27T17:52:12+02:00,BDMMSINGLES-----------GPL-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group L,Group Play Stage - Group L,FINISHED,M,Badminton,BDM,La Chapelle Arena,1926319,CHRISTIE Jonatan,Person,INA,Indonesia,2,POINTS,W,
8068,2024-07-27T17:52:12+02:00,BDMMSINGLES-----------GPL-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group L,Group Play Stage - Group L,FINISHED,M,Badminton,BDM,La Chapelle Arena,1895599,CARRAGGI Julien,Person,BEL,Belgium,1,POINTS,L,
10513,2024-07-27T22:07:32+02:00,BDMMSINGLES-----------GPP-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,M,Badminton,BDM,La Chapelle Arena,1888993,AXELSEN Viktor,Person,DEN,Denmark,2,POINTS,W,
10514,2024-07-27T22:07:32+02:00,BDMMSINGLES-----------GPP-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,M,Badminton,BDM,La Chapelle Arena,1968020,DAHAL Prince,Person,NEP,Nepal,0,POINTS,L,
6213,2024-07-27T22:59:40+02:00,BDMMSINGLES-----------GPP-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,M,Badminton,BDM,La Chapelle Arena,1543272,NGUYEN Nhat,Person,IRL,Ireland,2,POINTS,W,
6214,2024-07-27T22:59:40+02:00,BDMMSINGLES-----------GPP-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,M,Badminton,BDM,La Chapelle Arena,1543694,ZILBERMAN Misha,Person,ISR,Israel,1,POINTS,L,
7079,2024-07-28T09:12:40+02:00,BDMMSINGLES-----------GPD-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,M,Badminton,BDM,La Chapelle Arena,1541620,NISHIMOTO Kenta,Person,JPN,Japan,2,POINTS,W,
7080,2024-07-28T09:12:40+02:00,BDMMSINGLES-----------GPD-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,M,Badminton,BDM,La Chapelle Arena,1927298,PANARIN Dmitriy,Person,KAZ,Kazakhstan,0,POINTS,L,
9496,2024-07-28T11:23:12+02:00,BDMMSINGLES-----------GPG-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group G,Group Play Stage - Group G,FINISHED,M,Badminton,BDM,La Chapelle Arena,1566617,LEE Zii Jia,Person,MAS,Malaysia,2,POINTS,W,
9497,2024-07-28T11:23:12+02:00,BDMMSINGLES-----------GPG-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group G,Group Play Stage - Group G,FINISHED,M,Badminton,BDM,La Chapelle Arena,1964622,NETTASINGHE Viren,Person,SRI,Sri Lanka,0,POINTS,L,
13057,2024-07-28T12:09:17+02:00,BDMMSINGLES-----------GPN-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group N,Group Play Stage - Group N,FINISHED,M,Badminton,BDM,La Chapelle Arena,1913419,LI Shi Feng,Person,CHN,China,2,POINTS,W,
13058,2024-07-28T12:09:17+02:00,BDMMSINGLES-----------GPN-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group N,Group Play Stage - Group N,FINISHED,M,Badminton,BDM,La Chapelle Arena,1977696,KUENZI Tobias,Person,SUI,Switzerland,0,POINTS,L,
8408,2024-07-28T14:38:43+02:00,BDMMSINGLES-----------GPH-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group H,Group Play Stage - Group H,FINISHED,M,Badminton,BDM,La Chapelle Arena,1926293,GINTING Anthony Sinisuka,Person,INA,Indonesia,2,POINTS,W,
8409,2024-07-28T14:38:43+02:00,BDMMSINGLES-----------GPH-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group H,Group Play Stage - Group H,FINISHED,M,Badminton,BDM,La Chapelle Arena,1955628,SHU Howard,Person,USA,United States,0,POINTS,L,
3404,2024-07-28T16:34:16+02:00,BDMMSINGLES-----------GPJ-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group J,Group Play Stage - Group J,FINISHED,M,Badminton,BDM,La Chapelle Arena,1953047,NARAOKA Kodai,Person,JPN,Japan,2,POINTS,W,
3405,2024-07-28T16:34:16+02:00,BDMMSINGLES-----------GPJ-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group J,Group Play Stage - Group J,FINISHED,M,Badminton,BDM,La Chapelle Arena,1930709,COELHO Ygor,Person,BRA,Brazil,0,POINTS,L,
9346,2024-07-28T17:27:49+02:00,BDMMSINGLES-----------GPK-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group K,Group Play Stage - Group K,FINISHED,M,Badminton,BDM,La Chapelle Arena,1539114,PRANNOY H. S.,Person,IND,India,2,POINTS,W,
9347,2024-07-28T17:27:49+02:00,BDMMSINGLES-----------GPK-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group K,Group Play Stage - Group K,FINISHED,M,Badminton,BDM,La Chapelle Arena,1556647,ROTH Fabian,Person,GER,Germany,0,POINTS,L,
6144,2024-07-28T18:09:54+02:00,BDMMSINGLES-----------GPI-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group I,Group Play Stage - Group I,FINISHED,M,Badminton,BDM,La Chapelle Arena,1570054,CHOU Tien Chen,Person,TPE,Chinese Taipei,2,POINTS,W,
6145,2024-07-28T18:09:54+02:00,BDMMSINGLES-----------GPI-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group I,Group Play Stage - Group I,FINISHED,M,Badminton,BDM,La Chapelle Arena,1537276,GARRIDO Luis Ramon,Person,MEX,Mexico,0,POINTS,L,
11701,2024-07-28T20:15:44+02:00,BDMMSINGLES-----------GPE-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group E,Group Play Stage - Group E,FINISHED,M,Badminton,BDM,La Chapelle Arena,1888994,ANTONSEN Anders,Person,DEN,Denmark,2,POINTS,W,
11702,2024-07-28T20:15:44+02:00,BDMMSINGLES-----------GPE-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group E,Group Play Stage - Group E,FINISHED,M,Badminton,BDM,La Chapelle Arena,1560680,FILIMON Collins Valentine,Person,AUT,Austria,0,POINTS,L,
6421,2024-07-28T21:05:39+02:00,BDMMSINGLES-----------GPM-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group M,Group Play Stage - Group M,FINISHED,M,Badminton,BDM,La Chapelle Arena,1536648,LOH Kean Yew,Person,SGP,Singapore,2,POINTS,W,
6422,2024-07-28T21:05:39+02:00,BDMMSINGLES-----------GPM-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group M,Group Play Stage - Group M,FINISHED,M,Badminton,BDM,La Chapelle Arena,1942359,LOUDA Jan,Person,CZE,Czechia,0,POINTS,L,
10065,2024-07-29T10:25:48+02:00,BDMMSINGLES-----------GPC-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,M,Badminton,BDM,La Chapelle Arena,1905039,KOLJONEN Kalle,Person,FIN,Finland,2,POINTS,W,
10066,2024-07-29T10:25:48+02:00,BDMMSINGLES-----------GPC-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,M,Badminton,BDM,La Chapelle Arena,1550150,PAUL Georges Julien,Person,MRI,Mauritius,0,POINTS,L,
5562,2024-07-29T10:56:20+02:00,BDMMSINGLES-----------GPA-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,M,Badminton,BDM,La Chapelle Arena,1925275,TOTI Giovanni,Person,ITA,Italy,1,POINTS,W,
5563,2024-07-29T10:56:20+02:00,BDMMSINGLES-----------GPA-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,M,Badminton,BDM,La Chapelle Arena,1540583,OPTI Soren,Person,SUR,Suriname,0,IRM_POINTS,L,RET
3713,2024-07-29T14:47:18+02:00,BDMMSINGLES-----------GPL-000400--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group L,Group Play Stage - Group L,FINISHED,M,Badminton,BDM,La Chapelle Arena,1539849,SEN Lakshya,Person,IND,India,2,POINTS,W,
3714,2024-07-29T14:47:18+02:00,BDMMSINGLES-----------GPL-000400--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group L,Group Play Stage - Group L,FINISHED,M,Badminton,BDM,La Chapelle Arena,1895599,CARRAGGI Julien,Person,BEL,Belgium,0,POINTS,L,
7067,2024-07-29T16:39:35+02:00,BDMMSINGLES-----------GPD-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,M,Badminton,BDM,La Chapelle Arena,1958813,YANG Brian,Person,CAN,Canada,2,POINTS,W,
7068,2024-07-29T16:39:35+02:00,BDMMSINGLES-----------GPD-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,M,Badminton,BDM,La Chapelle Arena,1927298,PANARIN Dmitriy,Person,KAZ,Kazakhstan,0,POINTS,L,
5941,2024-07-29T20:56:28+02:00,BDMMSINGLES-----------GPE-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group E,Group Play Stage - Group E,FINISHED,M,Badminton,BDM,La Chapelle Arena,1946886,DWICAHYO Ade Resky,Person,AZE,Azerbaijan,2,POINTS,W,
5942,2024-07-29T20:56:28+02:00,BDMMSINGLES-----------GPE-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group E,Group Play Stage - Group E,FINISHED,M,Badminton,BDM,La Chapelle Arena,1560680,FILIMON Collins Valentine,Person,AUT,Austria,0,POINTS,L,
1128,2024-07-29T21:55:41+02:00,BDMMSINGLES-----------GPP-000400--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,M,Badminton,BDM,La Chapelle Arena,1543272,NGUYEN Nhat,Person,IRL,Ireland,2,POINTS,W,
1129,2024-07-29T21:55:41+02:00,BDMMSINGLES-----------GPP-000400--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,M,Badminton,BDM,La Chapelle Arena,1968020,DAHAL Prince,Person,NEP,Nepal,0,POINTS,L,
6219,2024-07-30T00:01:48+02:00,BDMMSINGLES-----------GPP-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,M,Badminton,BDM,La Chapelle Arena,1888993,AXELSEN Viktor,Person,DEN,Denmark,2,POINTS,W,
6220,2024-07-30T00:01:48+02:00,BDMMSINGLES-----------GPP-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,M,Badminton,BDM,La Chapelle Arena,1543694,ZILBERMAN Misha,Person,ISR,Israel,0,POINTS,L,
9486,2024-07-30T09:12:10+02:00,BDMMSINGLES-----------GPG-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group G,Group Play Stage - Group G,FINISHED,M,Badminton,BDM,La Chapelle Arena,1950256,ABIAN Pablo,Person,ESP,Spain,2,POINTS,W,
9487,2024-07-30T09:12:10+02:00,BDMMSINGLES-----------GPG-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group G,Group Play Stage - Group G,FINISHED,M,Badminton,BDM,La Chapelle Arena,1964622,NETTASINGHE Viren,Person,SRI,Sri Lanka,0,POINTS,L,
2256,2024-07-30T10:48:38+02:00,BDMMSINGLES-----------GPH-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group H,Group Play Stage - Group H,FINISHED,M,Badminton,BDM,La Chapelle Arena,1935085,POPOV Toma Junior,Person,FRA,France,2,POINTS,W,
2257,2024-07-30T10:48:38+02:00,BDMMSINGLES-----------GPH-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group H,Group Play Stage - Group H,FINISHED,M,Badminton,BDM,La Chapelle Arena,1955628,SHU Howard,Person,USA,United States,0,POINTS,L,
12812,2024-07-30T16:05:56+02:00,BDMMSINGLES-----------GPJ-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group J,Group Play Stage - Group J,FINISHED,M,Badminton,BDM,La Chapelle Arena,1891501,JEON Hyeok Jin,Person,KOR,Korea,2,POINTS,W,
12813,2024-07-30T16:05:56+02:00,BDMMSINGLES-----------GPJ-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group J,Group Play Stage - Group J,FINISHED,M,Badminton,BDM,La Chapelle Arena,1930709,COELHO Ygor,Person,BRA,Brazil,0,POINTS,L,
10367,2024-07-30T16:43:52+02:00,BDMMSINGLES-----------GPI-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group I,Group Play Stage - Group I,FINISHED,M,Badminton,BDM,La Chapelle Arena,1925164,LEE Cheuk Yiu,Person,HKG,"Hong Kong, China",2,POINTS,W,
10368,2024-07-30T16:43:52+02:00,BDMMSINGLES-----------GPI-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group I,Group Play Stage - Group I,FINISHED,M,Badminton,BDM,La Chapelle Arena,1537276,GARRIDO Luis Ramon,Person,MEX,Mexico,1,POINTS,L,
13067,2024-07-30T20:11:55+02:00,BDMMSINGLES-----------GPN-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group N,Group Play Stage - Group N,FINISHED,M,Badminton,BDM,La Chapelle Arena,1569829,OPEYORI Anuoluwapo Juwon,Person,NGR,Nigeria,0,POINTS,L,
13068,2024-07-30T20:11:55+02:00,BDMMSINGLES-----------GPN-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group N,Group Play Stage - Group N,FINISHED,M,Badminton,BDM,La Chapelle Arena,1977696,KUENZI Tobias,Person,SUI,Switzerland,2,POINTS,W,
10814,2024-07-30T20:17:31+02:00,BDMMSINGLES-----------GPM-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group M,Group Play Stage - Group M,FINISHED,M,Badminton,BDM,La Chapelle Arena,1571345,CANJURA ARTIGA Uriel Francisco,Person,ESA,El Salvador,0,POINTS,L,
10815,2024-07-30T20:17:31+02:00,BDMMSINGLES-----------GPM-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group M,Group Play Stage - Group M,FINISHED,M,Badminton,BDM,La Chapelle Arena,1942359,LOUDA Jan,Person,CZE,Czechia,2,POINTS,W,
1537,2024-07-30T20:54:55+02:00,BDMMSINGLES-----------GPK-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group K,Group Play Stage - Group K,FINISHED,M,Badminton,BDM,La Chapelle Arena,1564623,LE Duc Phat,Person,VIE,Vietnam,2,POINTS,W,
1538,2024-07-30T20:54:55+02:00,BDMMSINGLES-----------GPK-000200--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group K,Group Play Stage - Group K,FINISHED,M,Badminton,BDM,La Chapelle Arena,1556647,ROTH Fabian,Person,GER,Germany,0,POINTS,L,
1076,2024-07-31T10:04:31+02:00,BDMMSINGLES-----------GPP-000500--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,M,Badminton,BDM,La Chapelle Arena,1543694,ZILBERMAN Misha,Person,ISR,Israel,2,POINTS,W,
1077,2024-07-31T10:04:31+02:00,BDMMSINGLES-----------GPP-000500--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,M,Badminton,BDM,La Chapelle Arena,1968020,DAHAL Prince,Person,NEP,Nepal,0,POINTS,L,
10067,2024-07-31T10:34:50+02:00,BDMMSINGLES-----------GPC-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,M,Badminton,BDM,La Chapelle Arena,1926294,VITIDSARN Kunlavut,Person,THA,Thailand,1,POINTS,W,
10068,2024-07-31T10:34:50+02:00,BDMMSINGLES-----------GPC-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,M,Badminton,BDM,La Chapelle Arena,1905039,KOLJONEN Kalle,Person,FIN,Finland,0,IRM_POINTS,L,RET
8896,2024-07-31T10:45:16+02:00,BDMMSINGLES-----------GPP-000600--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,M,Badminton,BDM,La Chapelle Arena,1888993,AXELSEN Viktor,Person,DEN,Denmark,2,POINTS,W,
8897,2024-07-31T10:45:16+02:00,BDMMSINGLES-----------GPP-000600--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,M,Badminton,BDM,La Chapelle Arena,1543272,NGUYEN Nhat,Person,IRL,Ireland,0,POINTS,L,
12953,2024-07-31T11:18:03+02:00,BDMMSINGLES-----------GPL-000600--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group L,Group Play Stage - Group L,FINISHED,M,Badminton,BDM,La Chapelle Arena,1926319,CHRISTIE Jonatan,Person,INA,Indonesia,0,POINTS,L,
12954,2024-07-31T11:18:03+02:00,BDMMSINGLES-----------GPL-000600--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group L,Group Play Stage - Group L,FINISHED,M,Badminton,BDM,La Chapelle Arena,1539849,SEN Lakshya,Person,IND,India,2,POINTS,W,
11406,2024-07-31T11:26:56+02:00,BDMMSINGLES-----------GPA-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,M,Badminton,BDM,La Chapelle Arena,1913421,SHI Yu Qi,Person,CHN,China,2,POINTS,W,
11407,2024-07-31T11:26:56+02:00,BDMMSINGLES-----------GPA-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,M,Badminton,BDM,La Chapelle Arena,1925275,TOTI Giovanni,Person,ITA,Italy,0,POINTS,L,
83,2024-07-31T15:25:14+02:00,BDMMSINGLES-----------GPG-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group G,Group Play Stage - Group G,FINISHED,M,Badminton,BDM,La Chapelle Arena,1566617,LEE Zii Jia,Person,MAS,Malaysia,2,POINTS,W,
84,2024-07-31T15:25:14+02:00,BDMMSINGLES-----------GPG-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group G,Group Play Stage - Group G,FINISHED,M,Badminton,BDM,La Chapelle Arena,1950256,ABIAN Pablo,Person,ESP,Spain,0,POINTS,L,
2441,2024-07-31T15:53:13+02:00,BDMMSINGLES-----------GPD-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,M,Badminton,BDM,La Chapelle Arena,1541620,NISHIMOTO Kenta,Person,JPN,Japan,2,POINTS,W,
2442,2024-07-31T15:53:13+02:00,BDMMSINGLES-----------GPD-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,M,Badminton,BDM,La Chapelle Arena,1958813,YANG Brian,Person,CAN,Canada,0,POINTS,L,
10314,2024-07-31T17:00:18+02:00,BDMMSINGLES-----------GPI-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group I,Group Play Stage - Group I,FINISHED,M,Badminton,BDM,La Chapelle Arena,1570054,CHOU Tien Chen,Person,TPE,Chinese Taipei,2,POINTS,W,
10315,2024-07-31T17:00:18+02:00,BDMMSINGLES-----------GPI-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group I,Group Play Stage - Group I,FINISHED,M,Badminton,BDM,La Chapelle Arena,1925164,LEE Cheuk Yiu,Person,HKG,"Hong Kong, China",0,POINTS,L,
5949,2024-07-31T17:28:12+02:00,BDMMSINGLES-----------GPE-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group E,Group Play Stage - Group E,FINISHED,M,Badminton,BDM,La Chapelle Arena,1888994,ANTONSEN Anders,Person,DEN,Denmark,2,POINTS,W,
5950,2024-07-31T17:28:12+02:00,BDMMSINGLES-----------GPE-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group E,Group Play Stage - Group E,FINISHED,M,Badminton,BDM,La Chapelle Arena,1946886,DWICAHYO Ade Resky,Person,AZE,Azerbaijan,0,POINTS,L,
2254,2024-07-31T17:59:37+02:00,BDMMSINGLES-----------GPH-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group H,Group Play Stage - Group H,FINISHED,M,Badminton,BDM,La Chapelle Arena,1926293,GINTING Anthony Sinisuka,Person,INA,Indonesia,1,POINTS,L,
2255,2024-07-31T17:59:37+02:00,BDMMSINGLES-----------GPH-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group H,Group Play Stage - Group H,FINISHED,M,Badminton,BDM,La Chapelle Arena,1935085,POPOV Toma Junior,Person,FRA,France,2,POINTS,W,
12804,2024-07-31T18:00:54+02:00,BDMMSINGLES-----------GPJ-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group J,Group Play Stage - Group J,FINISHED,M,Badminton,BDM,La Chapelle Arena,1953047,NARAOKA Kodai,Person,JPN,Japan,2,POINTS,W,
12805,2024-07-31T18:00:54+02:00,BDMMSINGLES-----------GPJ-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group J,Group Play Stage - Group J,FINISHED,M,Badminton,BDM,La Chapelle Arena,1891501,JEON Hyeok Jin,Person,KOR,Korea,0,POINTS,L,
1379,2024-07-31T20:36:37+02:00,BDMMSINGLES-----------GPK-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group K,Group Play Stage - Group K,FINISHED,M,Badminton,BDM,La Chapelle Arena,1539114,PRANNOY H. S.,Person,IND,India,2,POINTS,W,
1380,2024-07-31T20:36:37+02:00,BDMMSINGLES-----------GPK-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group K,Group Play Stage - Group K,FINISHED,M,Badminton,BDM,La Chapelle Arena,1564623,LE Duc Phat,Person,VIE,Vietnam,1,POINTS,L,
10798,2024-07-31T21:08:07+02:00,BDMMSINGLES-----------GPM-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group M,Group Play Stage - Group M,FINISHED,M,Badminton,BDM,La Chapelle Arena,1536648,LOH Kean Yew,Person,SGP,Singapore,2,POINTS,W,
10799,2024-07-31T21:08:07+02:00,BDMMSINGLES-----------GPM-000300--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group M,Group Play Stage - Group M,FINISHED,M,Badminton,BDM,La Chapelle Arena,1571345,CANJURA ARTIGA Uriel Francisco,Person,ESA,El Salvador,0,POINTS,L,
3903,2024-07-31T21:30:16+02:00,BDMMSINGLES-----------GPN-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group N,Group Play Stage - Group N,FINISHED,M,Badminton,BDM,La Chapelle Arena,1913419,LI Shi Feng,Person,CHN,China,2,POINTS,W,
3904,2024-07-31T21:30:16+02:00,BDMMSINGLES-----------GPN-000100--,BDMMSINGLES,Men's Singles,Men's Singles Group Play Stage - Group N,Group Play Stage - Group N,FINISHED,M,Badminton,BDM,La Chapelle Arena,1569829,OPEYORI Anuoluwapo Juwon,Person,NGR,Nigeria,0,POINTS,L,
1068,2024-08-01T10:38:24+02:00,BDMMSINGLES-----------8FNL000500--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,FINISHED,M,Badminton,BDM,La Chapelle Arena,1570054,CHOU Tien Chen,Person,TPE,Chinese Taipei,2,POINTS,W,
1069,2024-08-01T10:38:24+02:00,BDMMSINGLES-----------8FNL000500--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,FINISHED,M,Badminton,BDM,La Chapelle Arena,1953047,NARAOKA Kodai,Person,JPN,Japan,0,POINTS,L,
6199,2024-08-01T11:02:51+02:00,BDMMSINGLES-----------8FNL000200--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,FINISHED,M,Badminton,BDM,La Chapelle Arena,1926294,VITIDSARN Kunlavut,Person,THA,Thailand,2,POINTS,W,
6200,2024-08-01T11:02:51+02:00,BDMMSINGLES-----------8FNL000200--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,FINISHED,M,Badminton,BDM,La Chapelle Arena,1541620,NISHIMOTO Kenta,Person,JPN,Japan,1,POINTS,L,
8878,2024-08-01T14:53:18+02:00,BDMMSINGLES-----------8FNL000600--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,FINISHED,M,Badminton,BDM,La Chapelle Arena,1539114,PRANNOY H. S.,Person,IND,India,0,POINTS,L,
8879,2024-08-01T14:53:18+02:00,BDMMSINGLES-----------8FNL000600--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,FINISHED,M,Badminton,BDM,La Chapelle Arena,1539849,SEN Lakshya,Person,IND,India,2,POINTS,W,
1072,2024-08-01T15:00:06+02:00,BDMMSINGLES-----------8FNL000400--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,FINISHED,M,Badminton,BDM,La Chapelle Arena,1566617,LEE Zii Jia,Person,MAS,Malaysia,2,POINTS,W,
1073,2024-08-01T15:00:06+02:00,BDMMSINGLES-----------8FNL000400--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,FINISHED,M,Badminton,BDM,La Chapelle Arena,1935085,POPOV Toma Junior,Person,FRA,France,0,POINTS,L,
8888,2024-08-01T16:16:43+02:00,BDMMSINGLES-----------8FNL000700--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,FINISHED,M,Badminton,BDM,La Chapelle Arena,1536648,LOH Kean Yew,Person,SGP,Singapore,2,POINTS,W,
8889,2024-08-01T16:16:43+02:00,BDMMSINGLES-----------8FNL000700--,BDMMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,FINISHED,M,Badminton,BDM,La Chapelle Arena,1913419,LI Shi Feng,Person,CHN,China,0,POINTS,L,
