,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,start_order
5222,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1938134,ECHAVARRIA Nico,Person,COL,Colombia,19.0,69,STROKES,,25
5223,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1546614,ZANOTTI Fabrizio,Person,PAR,Paraguay,19.0,69,STROKES,,28
5224,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1540039,TOSTI Alejandro,Person,ARG,Argentina,19.0,69,STROKES,,35
5225,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1966402,CONNERS Corey,Person,CAN,Canada,19.0,69,STROKES,,41
5226,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1951724,SCHEFFLER Scottie,Person,USA,United States,19.0,69,STROKES,,49
5227,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1910508,McILROY Rory,Person,IRL,Ireland,19.0,69,STROKES,,50
5228,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1556796,GREEN Gavin,Person,MAS,Malaysia,19.0,69,STROKES,,56
5229,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1536371,BHULLAR Gaganjeet,Person,IND,India,19.0,69,STROKES,,57
5230,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1961431,NAKAJIMA Keita,Person,JPN,Japan,32.0,70,STROKES,,8
5231,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1889028,HOJGAARD Nicolai,Person,DEN,Denmark,32.0,70,STROKES,,11
5232,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1550000,CAMPOS Rafa,Person,PUR,Puerto Rico,32.0,70,STROKES,,23
5233,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1557703,ORTIZ Carlos,Person,MEX,Mexico,32.0,70,STROKES,,24
5234,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1935109,NIEMANN Joaquin,Person,CHI,Chile,32.0,70,STROKES,,36
5235,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1880175,ABERG Ludvig,Person,SWE,Sweden,32.0,70,STROKES,,51
5236,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1903186,DUMONT de CHASSART Adrien,Person,BEL,Belgium,32.0,70,STROKES,,52
5237,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1913209,DOU Zecheng,Person,CHN,China,32.0,70,STROKES,,60
5238,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1937888,MERONK Adrian,Person,POL,Poland,40.0,71,STROKES,,4
5239,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1905109,VALIMAKI Sami,Person,FIN,Finland,40.0,71,STROKES,,5
5240,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1899121,LOWRY Shane,Person,IRL,Ireland,40.0,71,STROKES,,14
5241,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1897778,BEZUIDENHOUT Christiaan,Person,RSA,South Africa,40.0,71,STROKES,,42
5242,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1536341,ANCER Abraham,Person,MEX,Mexico,40.0,71,STROKES,,59
5243,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1913217,YUAN Yechun,Person,CHN,China,45.0,72,STROKES,,1
5244,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1976538,GIRRBACH Joel,Person,SUI,Switzerland,45.0,72,STROKES,,29
5245,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1905105,PULKKANEN Tapio,Person,FIN,Finland,45.0,72,STROKES,,30
5246,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1966414,TAYLOR Nick,Person,CAN,Canada,48.0,73,STROKES,,15
5247,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1939554,FOX Ryan,Person,NZL,New Zealand,48.0,73,STROKES,,39
5248,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1939559,HILLIER Daniel,Person,NZL,New Zealand,48.0,73,STROKES,,53
5249,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,2500123,APHIBARNRAT Kiradech,Person,THA,Thailand,48.0,73,STROKES,,55
5250,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1938070,VILLEGAS Camilo,Person,COL,Colombia,52.0,74,STROKES,,2
5251,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1880177,NOREN Alex,Person,SWE,Sweden,52.0,74,STROKES,,38
5252,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1572603,STRAKA Sepp,Person,AUT,Austria,52.0,74,STROKES,,46
5253,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1878428,HOVLAND Viktor,Person,NOR,Norway,55.0,75,STROKES,,17
5254,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1912059,PAVON Matthieu,Person,FRA,France,55.0,75,STROKES,,19
5255,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1892513,SCHMID Matthias,Person,GER,Germany,55.0,75,STROKES,,32
5256,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1937366,GRILLO Emiliano,Person,ARG,Argentina,55.0,75,STROKES,,37
5257,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1945630,KHONGWATMAI Phachara,Person,THA,Thailand,55.0,75,STROKES,,58
5258,2024-08-02T17:54:13+02:00,GLFMSTROKE------------FNL-000200--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 2,Round 2,FINISHED,M,Golf,GLF,Le Golf National,1935118,PEREIRA Mito,Person,CHI,Chile,60.0,76,STROKES,,26
5303,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1889028,HOJGAARD Nicolai,Person,DEN,Denmark,1.0,62,STROKES,,28
5304,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1897778,BEZUIDENHOUT Christiaan,Person,RSA,South Africa,2.0,64,STROKES,,19
5305,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1951700,CLARK Wyndham,Person,USA,United States,3.0,65,STROKES,,11
5306,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1899121,LOWRY Shane,Person,IRL,Ireland,4.0,66,STROKES,,18
5307,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1572177,AN Byeong Hun,Person,KOR,Korea,4.0,66,STROKES,,29
5308,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1889030,OLESEN Thorbjorn,Person,DEN,Denmark,4.0,66,STROKES,,31
5309,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1880175,ABERG Ludvig,Person,SWE,Sweden,4.0,66,STROKES,,39
5310,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1910508,McILROY Rory,Person,IRL,Ireland,4.0,66,STROKES,,45
5311,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1898582,RAHM Jon,Person,ESP,Spain,4.0,66,STROKES,,55
5312,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1878428,HOVLAND Viktor,Person,NOR,Norway,10.0,67,STROKES,,9
5313,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1941773,DAY Jason,Person,AUS,Australia,10.0,67,STROKES,,44
5314,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1951724,SCHEFFLER Scottie,Person,USA,United States,10.0,67,STROKES,,51
5315,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1966414,TAYLOR Nick,Person,CAN,Canada,13.0,68,STROKES,,13
5316,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1941775,LEE Min Woo,Person,AUS,Australia,13.0,68,STROKES,,24
5317,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1939554,FOX Ryan,Person,NZL,New Zealand,13.0,68,STROKES,,30
5318,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1912058,PEREZ Victor,Person,FRA,France,13.0,68,STROKES,,47
5319,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1935109,NIEMANN Joaquin,Person,CHI,Chile,13.0,68,STROKES,,50
5320,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1951723,SCHAUFFELE Xander,Person,USA,United States,13.0,68,STROKES,,58
5321,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1892513,SCHMID Matthias,Person,GER,Germany,19.0,69,STROKES,,10
5322,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1556796,GREEN Gavin,Person,MAS,Malaysia,19.0,69,STROKES,,12
5323,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1903732,MANASSERO Matteo,Person,ITA,Italy,19.0,69,STROKES,,40
5324,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1966402,CONNERS Corey,Person,CAN,Canada,19.0,69,STROKES,,43
5325,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1540039,TOSTI Alejandro,Person,ARG,Argentina,19.0,69,STROKES,,48
5326,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1897777,van ROOYEN Erik,Person,RSA,South Africa,19.0,69,STROKES,,49
5327,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1572181,KIM Tom,Person,KOR,Korea,19.0,69,STROKES,,52
5328,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1903185,DETRY Thomas,Person,BEL,Belgium,19.0,69,STROKES,,56
5329,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1923629,FLEETWOOD Tommy,Person,GBR,Great Britain,19.0,69,STROKES,,60
5330,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1939559,HILLIER Daniel,Person,NZL,New Zealand,28.0,70,STROKES,,2
5331,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1550000,CAMPOS Rafa,Person,PUR,Puerto Rico,28.0,70,STROKES,,14
5332,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1572603,STRAKA Sepp,Person,AUT,Austria,28.0,70,STROKES,,20
5333,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1903186,DUMONT de CHASSART Adrien,Person,BEL,Belgium,28.0,70,STROKES,,25
5334,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1976538,GIRRBACH Joel,Person,SUI,Switzerland,28.0,70,STROKES,,26
5335,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1951721,MORIKAWA Collin,Person,USA,United States,28.0,70,STROKES,,37
5336,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1557703,ORTIZ Carlos,Person,MEX,Mexico,28.0,70,STROKES,,38
5337,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1898581,PUIG David,Person,ESP,Spain,28.0,70,STROKES,,42
5338,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1536371,BHULLAR Gaganjeet,Person,IND,India,36.0,71,STROKES,,8
5339,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1938134,ECHAVARRIA Nico,Person,COL,Colombia,36.0,71,STROKES,,15
5340,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1536341,ANCER Abraham,Person,MEX,Mexico,36.0,71,STROKES,,21
5341,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1880177,NOREN Alex,Person,SWE,Sweden,36.0,71,STROKES,,23
5342,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1905105,PULKKANEN Tapio,Person,FIN,Finland,36.0,71,STROKES,,27
5343,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1546614,ZANOTTI Fabrizio,Person,PAR,Paraguay,36.0,71,STROKES,,36
5344,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1961406,MATSUYAMA Hideki,Person,JPN,Japan,36.0,71,STROKES,,59
5345,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,2500123,APHIBARNRAT Kiradech,Person,THA,Thailand,43.0,72,STROKES,,1
5346,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1938070,VILLEGAS Camilo,Person,COL,Colombia,43.0,72,STROKES,,3
5347,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1937888,MERONK Adrian,Person,POL,Poland,43.0,72,STROKES,,7
5348,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1909144,YU Kevin,Person,TPE,Chinese Taipei,43.0,72,STROKES,,17
5349,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1536368,SHARMA Shubhankar,Person,IND,India,43.0,72,STROKES,,34
5350,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1905109,VALIMAKI Sami,Person,FIN,Finland,43.0,72,STROKES,,41
5351,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1892516,JAEGER Stephan,Person,GER,Germany,43.0,72,STROKES,,53
5352,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1909042,PAN C.T.,Person,TPE,Chinese Taipei,43.0,72,STROKES,,57
5353,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1961431,NAKAJIMA Keita,Person,JPN,Japan,51.0,73,STROKES,,33
5354,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1935118,PEREIRA Mito,Person,CHI,Chile,52.0,74,STROKES,,4
5355,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1945630,KHONGWATMAI Phachara,Person,THA,Thailand,52.0,74,STROKES,,5
5356,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1903740,MIGLIOZZI Guido,Person,ITA,Italy,52.0,74,STROKES,,54
5357,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1937366,GRILLO Emiliano,Person,ARG,Argentina,55.0,75,STROKES,,22
5358,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1889174,VENTURA Kristoffer,Person,NOR,Norway,56.0,76,STROKES,,35
5359,2024-08-03T17:49:32+02:00,GLFMSTROKE------------FNL-000300--,GLFMSTROKE,Men's Individual Stroke Play,Men's Individual Stroke Play Round 3,Round 3,FINISHED,M,Golf,GLF,Le Golf National,1912059,PAVON Matthieu,Person,FRA,France,57.0,77,STROKES,,6
