,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,start_order
1671,2024-07-29T17:04:02+02:00,RU7WTEAM7-------------GPA-000600--,RU7WTEAM7,Women,Women's Pool A,Pool A,FINISHED,W,Rugby Sevens,RU7,Stade de France,RU7WTEAM7---NZL01,New Zealand,Team,NZL,New Zealand,38,POINTS,W,1
1672,2024-07-29T17:04:02+02:00,RU7WTEAM7-------------GPA-000600--,RU7WTEAM7,Women,Women's Pool A,Pool A,FINISHED,W,Rugby Sevens,RU7,Stade de France,RU7WTEAM7---FIJ01,Fiji,Team,FIJ,Fiji,7,POINTS,L,2
8667,2024-07-29T18:08:56+02:00,RU7WTEAM7-------------GPB-000500--,RU7WTEAM7,Women,Women's Pool B,Pool B,FINISHED,W,Rugby Sevens,RU7,Stade de France,RU7WTEAM7---GBR01,Great Britain,Team,GBR,Great Britain,26,POINTS,W,1
8668,2024-07-29T18:08:56+02:00,RU7WTEAM7-------------GPB-000500--,RU7WTEAM7,Women,Women's Pool B,Pool B,FINISHED,W,Rugby Sevens,RU7,Stade de France,RU7WTEAM7---RSA01,South Africa,Team,RSA,South Africa,17,POINTS,L,2
916,2024-07-29T18:09:01+02:00,RU7WTEAM7-------------GPB-000600--,RU7WTEAM7,Women,Women's Pool B,Pool B,FINISHED,W,Rugby Sevens,RU7,Stade de France,RU7WTEAM7---AUS01,Australia,Team,AUS,Australia,19,POINTS,W,1
917,2024-07-29T18:09:01+02:00,RU7WTEAM7-------------GPB-000600--,RU7WTEAM7,Women,Women's Pool B,Pool B,FINISHED,W,Rugby Sevens,RU7,Stade de France,RU7WTEAM7---IRL01,Ireland,Team,IRL,Ireland,14,POINTS,L,2
9677,2024-07-29T20:22:55+02:00,RU7WTEAM7-------------SF9-000100--,RU7WTEAM7,Women,Women's Placing 9-12,Placing 9-12,FINISHED,W,Rugby Sevens,RU7,Stade de France,RU7WTEAM7---JPN01,Japan,Team,JPN,Japan,15,POINTS,W,1
9678,2024-07-29T20:22:55+02:00,RU7WTEAM7-------------SF9-000100--,RU7WTEAM7,Women,Women's Placing 9-12,Placing 9-12,FINISHED,W,Rugby Sevens,RU7,Stade de France,RU7WTEAM7---RSA01,South Africa,Team,RSA,South Africa,12,POINTS,L,2
216,2024-07-29T20:51:13+02:00,RU7WTEAM7-------------SF9-000200--,RU7WTEAM7,Women,Women's Placing 9-12,Placing 9-12,FINISHED,W,Rugby Sevens,RU7,Stade de France,RU7WTEAM7---FIJ01,Fiji,Team,FIJ,Fiji,22,POINTS,L,1
217,2024-07-29T20:51:13+02:00,RU7WTEAM7-------------SF9-000200--,RU7WTEAM7,Women,Women's Placing 9-12,Placing 9-12,FINISHED,W,Rugby Sevens,RU7,Stade de France,RU7WTEAM7---BRA01,Brazil,Team,BRA,Brazil,28,POINTS,W,2
