,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,start_order
159,2024-07-24T22:34:32+02:00,RU7MTEAM7-------------GPB-000100--,RU7MTEAM7,Men,Men's Pool B,Pool B,FINISHED,M,Rugby Sevens,RU7,Stade de France,RU7MTEAM7---AUS01,Australia,Team,AUS,Australia,21,POINTS,W,1
160,2024-07-24T22:34:32+02:00,RU7MTEAM7-------------GPB-000100--,RU7MTEAM7,Men,Men's Pool B,Pool B,FINISHED,M,Rugby Sevens,RU7,Stade de France,RU7MTEAM7---SAM01,Samoa,Team,SAM,Samoa,14,POINTS,L,2
9583,2024-07-24T23:21:21+02:00,RU7MTEAM7-------------GPB-000200--,RU7MTEAM7,Men,Men's Pool B,Pool B,FINISHED,M,Rugby Sevens,RU7,Stade de France,RU7MTEAM7---ARG01,Argentina,Team,ARG,Argentina,31,POINTS,W,1
9584,2024-07-24T23:21:21+02:00,RU7MTEAM7-------------GPB-000200--,RU7MTEAM7,Men,Men's Pool B,Pool B,FINISHED,M,Rugby Sevens,RU7,Stade de France,RU7MTEAM7---KEN01,Kenya,Team,KEN,Kenya,12,POINTS,L,2
12621,2024-07-24T23:21:21+02:00,RU7MTEAM7-------------GPC-000100--,RU7MTEAM7,Men,Men's Pool C,Pool C,FINISHED,M,Rugby Sevens,RU7,Stade de France,RU7MTEAM7---FRA01,France,Team,FRA,France,12,POINTS,T,1
12622,2024-07-24T23:21:21+02:00,RU7MTEAM7-------------GPC-000100--,RU7MTEAM7,Men,Men's Pool C,Pool C,FINISHED,M,Rugby Sevens,RU7,Stade de France,RU7MTEAM7---USA01,United States of America,Team,USA,United States,12,POINTS,T,2
2364,2024-07-24T23:21:22+02:00,RU7MTEAM7-------------GPA-000100--,RU7MTEAM7,Men,Men's Pool A,Pool A,FINISHED,M,Rugby Sevens,RU7,Stade de France,RU7MTEAM7---IRL01,Ireland,Team,IRL,Ireland,10,POINTS,W,1
2365,2024-07-24T23:21:22+02:00,RU7MTEAM7-------------GPA-000100--,RU7MTEAM7,Men,Men's Pool A,Pool A,FINISHED,M,Rugby Sevens,RU7,Stade de France,RU7MTEAM7---RSA01,South Africa,Team,RSA,South Africa,5,POINTS,L,2
4878,2024-07-24T23:21:22+02:00,RU7MTEAM7-------------GPC-000200--,RU7MTEAM7,Men,Men's Pool C,Pool C,FINISHED,M,Rugby Sevens,RU7,Stade de France,RU7MTEAM7---FIJ01,Fiji,Team,FIJ,Fiji,40,POINTS,W,1
4879,2024-07-24T23:21:22+02:00,RU7MTEAM7-------------GPC-000200--,RU7MTEAM7,Men,Men's Pool C,Pool C,FINISHED,M,Rugby Sevens,RU7,Stade de France,RU7MTEAM7---URU01,Uruguay,Team,URU,Uruguay,12,POINTS,L,2
6997,2024-07-24T23:21:23+02:00,RU7MTEAM7-------------GPA-000200--,RU7MTEAM7,Men,Men's Pool A,Pool A,FINISHED,M,Rugby Sevens,RU7,Stade de France,RU7MTEAM7---NZL01,New Zealand,Team,NZL,New Zealand,40,POINTS,W,1
6998,2024-07-24T23:21:23+02:00,RU7MTEAM7-------------GPA-000200--,RU7MTEAM7,Men,Men's Pool A,Pool A,FINISHED,M,Rugby Sevens,RU7,Stade de France,RU7MTEAM7---JPN01,Japan,Team,JPN,Japan,12,POINTS,L,2
3122,2024-07-24T23:51:07+02:00,RU7MTEAM7-------------GPC-000400--,RU7MTEAM7,Men,Men's Pool C,Pool C,FINISHED,M,Rugby Sevens,RU7,Stade de France,RU7MTEAM7---FIJ01,Fiji,Team,FIJ,Fiji,38,POINTS,W,1
3123,2024-07-24T23:51:07+02:00,RU7MTEAM7-------------GPC-000400--,RU7MTEAM7,Men,Men's Pool C,Pool C,FINISHED,M,Rugby Sevens,RU7,Stade de France,RU7MTEAM7---USA01,United States of America,Team,USA,United States,12,POINTS,L,2
6989,2024-07-24T23:51:08+02:00,RU7MTEAM7-------------GPA-000300--,RU7MTEAM7,Men,Men's Pool A,Pool A,FINISHED,M,Rugby Sevens,RU7,Stade de France,RU7MTEAM7---IRL01,Ireland,Team,IRL,Ireland,40,POINTS,W,1
