,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_WLT,qualification_mark,start_order,bib
1150,2024-08-03T11:47:44+02:00,ARCXTEAM2-------------8FNL000600--,ARCXTEAM2,Mixed Team,Mixed Team 1/8 Elimination Round,1/8 Elimination Round,FINISHED,X,Archery,ARC,Invalides,ARCXTEAM2---JPN01,Japan,Team,JPN,Japan,,5,SETS,W,,1,11
1151,2024-08-03T11:47:44+02:00,ARCXTEAM2-------------8FNL000600--,ARCXTEAM2,Mixed Team,Mixed Team 1/8 Elimination Round,1/8 Elimination Round,FINISHED,X,Archery,ARC,Invalides,ARCXTEAM2---TUR01,Türkiye,Team,TUR,Türkiye,,4,SETS,L,,2,6
1160,2024-08-03T11:47:44+02:00,ARCXTEAM2-------------8FNL000700--,ARCXTEAM2,Mixed Team,Mixed Team 1/8 Elimination Round,1/8 Elimination Round,FINISHED,X,Archery,ARC,Invalides,ARCXTEAM2---MEX01,Mexico,Team,MEX,Mexico,,5,SETS,W,,1,7
1161,2024-08-03T11:47:44+02:00,ARCXTEAM2-------------8FNL000700--,ARCXTEAM2,Mixed Team,Mixed Team 1/8 Elimination Round,1/8 Elimination Round,FINISHED,X,Archery,ARC,Invalides,ARCXTEAM2---BRA01,Brazil,Team,BRA,Brazil,,1,SETS,L,,2,10
6250,2024-08-03T11:47:44+02:00,ARCXTEAM2-------------8FNL000100--,ARCXTEAM2,Mixed Team,Mixed Team 1/8 Elimination Round,1/8 Elimination Round,FINISHED,X,Archery,ARC,Invalides,ARCXTEAM2---KOR01,Republic of Korea,Team,KOR,Korea,,5,SETS,W,,1,1
6251,2024-08-03T11:47:44+02:00,ARCXTEAM2-------------8FNL000100--,ARCXTEAM2,Mixed Team,Mixed Team 1/8 Elimination Round,1/8 Elimination Round,FINISHED,X,Archery,ARC,Invalides,ARCXTEAM2---TPE01,Chinese Taipei,Team,TPE,Chinese Taipei,,4,SETS,L,,2,16
8874,2024-08-03T11:47:45+02:00,ARCXTEAM2-------------8FNL000400--,ARCXTEAM2,Mixed Team,Mixed Team 1/8 Elimination Round,1/8 Elimination Round,FINISHED,X,Archery,ARC,Invalides,ARCXTEAM2---ESP01,Spain,Team,ESP,Spain,,6,SETS,W,,1,13
8875,2024-08-03T11:47:45+02:00,ARCXTEAM2-------------8FNL000400--,ARCXTEAM2,Mixed Team,Mixed Team 1/8 Elimination Round,1/8 Elimination Round,FINISHED,X,Archery,ARC,Invalides,ARCXTEAM2---CHN01,People's Republic of China,Team,CHN,China,,2,SETS,L,,2,4
10499,2024-08-03T11:47:45+02:00,ARCXTEAM2-------------8FNL000300--,ARCXTEAM2,Mixed Team,Mixed Team 1/8 Elimination Round,1/8 Elimination Round,FINISHED,X,Archery,ARC,Invalides,ARCXTEAM2---IND01,India,Team,IND,India,,5,SETS,W,,1,5
10500,2024-08-03T11:47:45+02:00,ARCXTEAM2-------------8FNL000300--,ARCXTEAM2,Mixed Team,Mixed Team 1/8 Elimination Round,1/8 Elimination Round,FINISHED,X,Archery,ARC,Invalides,ARCXTEAM2---INA01,Indonesia,Team,INA,Indonesia,,1,SETS,L,,2,12
10486,2024-08-03T11:47:46+02:00,ARCXTEAM2-------------8FNL000200--,ARCXTEAM2,Mixed Team,Mixed Team 1/8 Elimination Round,1/8 Elimination Round,FINISHED,X,Archery,ARC,Invalides,ARCXTEAM2---ITA01,Italy,Team,ITA,Italy,,6,SETS,W,,1,9
10487,2024-08-03T11:47:46+02:00,ARCXTEAM2-------------8FNL000200--,ARCXTEAM2,Mixed Team,Mixed Team 1/8 Elimination Round,1/8 Elimination Round,FINISHED,X,Archery,ARC,Invalides,ARCXTEAM2---FRA01,France,Team,FRA,France,,0,SETS,L,,2,8
10714,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1902147,LIM Sihyeon,Person,KOR,Korea,1.0,694,POINTS,,,2,1B
10715,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1902148,NAM Suhyeon,Person,KOR,Korea,2.0,688,POINTS,,,6,3B
10716,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1913380,YANG Xiaolei,Person,CHN,China,3.0,673,POINTS,,,27,14A
10717,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1955601,KAUFHOLD Casey,Person,USA,United States,4.0,672,POINTS,,,20,10B
10718,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1565024,GOKKIR Elif Berra,Person,TUR,Türkiye,5.0,671,POINTS,,,59,30A
10719,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1913983,CHOIRUNISA Diananda,Person,INA,Indonesia,6.0,670,POINTS,,,9,5A
10720,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1553258,KROPPEN Michelle,Person,GER,Germany,7.0,670,POINTS,,,34,17B
10721,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1535420,VALENCIA Alejandra,Person,MEX,Mexico,8.0,669,POINTS,,,15,8A
10722,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1913372,LI Jiaman,Person,CHN,China,9.0,667,POINTS,,,29,15A
10723,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1560668,STRAKA Elisabeth,Person,AUT,Austria,10.0,667,POINTS,,,49,25A
10724,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1546200,BHAKAT Ankita,Person,IND,India,11.0,666,POINTS,,,21,11A
10725,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1890981,NODA Satsuki,Person,JPN,Japan,12.0,666,POINTS,,,40,20B
10726,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1902121,JEON Hunyoung,Person,KOR,Korea,13.0,664,POINTS,,,4,2B
10727,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1893596,MASHAYIKH Syaqiera,Person,MAS,Malaysia,14.0,663,POINTS,,,26,13B
10728,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1915461,REBAGLIATI Chiara,Person,ITA,Italy,15.0,663,POINTS,,,64,32B
10729,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1563638,CANALES Elia,Person,ESP,Spain,16.0,662,POINTS,,,44,22B
10730,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1541266,CORDEAU Amelie,Person,FRA,France,17.0,661,POINTS,,,16,8B
10731,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1937691,MOSHE Mikaella,Person,ISR,Israel,18.0,660,POINTS,,,50,25B
10732,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1958706,SLIACHTICAS CAETANO Ana Luiza,Person,BRA,Brazil,19.0,660,POINTS,,,37,19A
10733,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1536479,VAZQUEZ Ana,Person,MEX,Mexico,20.0,659,POINTS,,,13,7A
10734,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1541268,LOPEZ Caroline,Person,FRA,France,21.0,659,POINTS,,,14,7B
10735,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1546133,KAUR Bhajan,Person,IND,India,22.0,659,POINTS,,,23,12A
10736,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1546132,KUMARI Deepika,Person,IND,India,23.0,658,POINTS,,,19,10A
10737,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1535429,RUIZ Angela,Person,MEX,Mexico,24.0,658,POINTS,,,17,9A
10738,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1571753,MARCHENKO Veronika,Person,UKR,Ukraine,25.0,657,POINTS,,,45,23A
10739,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1913382,AN Qixuan,Person,CHN,China,26.0,656,POINTS,,,25,13A
10740,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1553257,BAUER Katharina,Person,GER,Germany,27.0,656,POINTS,,,32,16B
10741,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1536632,FALLAH Mobina,Person,IRI,IR Iran,28.0,652,POINTS,,,61,31A
10742,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1564634,LEI Chien-Ying,Person,TPE,Chinese Taipei,29.0,652,POINTS,,,12,6B
10743,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1541265,BARBELIN Lisa,Person,FRA,France,30.0,652,POINTS,,,18,9B
10744,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1894503,HORACKOVA Marie,Person,CZE,Czechia,31.0,651,POINTS,,,43,22A
10745,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1913851,OCTAVIA Rezza,Person,INA,Indonesia,32.0,650,POINTS,,,11,6A
10746,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1971736,CHENIER Virginie,Person,CAN,Canada,33.0,649,POINTS,,,51,26A
10747,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1562602,ABDUSATTOROVA Ziyodakhon,Person,UZB,Uzbekistan,34.0,649,POINTS,,,48,24B
10748,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1973411,SCHLOESSER Gaby,Person,NED,Netherlands,35.0,649,POINTS,,,3,2A
10749,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1935464,RENDON MARTINEZ Ana,Person,COL,Colombia,36.0,649,POINTS,,,38,19B
10750,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1563314,DO Thi Anh Nguyet,Person,VIE,Vietnam,37.0,648,POINTS,,,57,29A
10751,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1955599,GNORIEGA Catalina,Person,USA,United States,38.0,648,POINTS,,,24,12B
10752,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1972344,RAMAZANOVA Yaylagul,Person,AZE,Azerbaijan,39.0,647,POINTS,,,60,30B
10753,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1564638,LI Tsai-Chi,Person,TPE,Chinese Taipei,40.0,646,POINTS,,,10,5B
10754,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1561000,PITMAN Bryony,Person,GBR,Great Britain,41.0,646,POINTS,,,33,17A
10755,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1932757,PARNAT Reena,Person,EST,Estonia,42.0,646,POINTS,,,56,28B
10756,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1913884,KAMAL Syifa Nurafifah,Person,INA,Indonesia,43.0,640,POINTS,,,7,4A
10757,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1931124,PAEGLIS Laura,Person,AUS,Australia,44.0,640,POINTS,,,53,27A
10758,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1553285,SCHWARZ Charline,Person,GER,Germany,45.0,639,POINTS,,,36,18B
10759,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1981582,PINTARIC Zana,Person,SLO,Slovenia,46.0,638,POINTS,,,58,29B
10760,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1538449,AMAISTROAIE Madalina,Person,ROU,Romania,47.0,637,POINTS,,,52,26B
10761,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1911467,BARANKOVA Denisa,Person,SVK,Slovakia,48.0,636,POINTS,,,63,32A
10762,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1560990,HAVERS Megan,Person,GBR,Great Britain,49.0,635,POINTS,,,35,18A
10763,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1893601,MOHAMAD ZAIRI Ariana Nur Dania,Person,MAS,Malaysia,50.0,633,POINTS,,,30,15B
10764,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1898203,MIRCA Alexandra,Person,MDA,Republic of Moldova,51.0,631,POINTS,,,55,28A
10765,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1560991,HEALEY Penny,Person,GBR,Great Britain,52.0,631,POINTS,,,31,16A
10766,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1564635,CHIU Yi-Ching,Person,TPE,Chinese Taipei,53.0,628,POINTS,,,8,4B
10767,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1965102,MYSZOR Wioleta,Person,POL,Poland,54.0,626,POINTS,,,42,21B
10768,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1973408,ROEFFEN Quinty,Person,NED,Netherlands,55.0,625,POINTS,,,5,3A
10769,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1895399,ANDERSEN Kirstine Danstrup,Person,DEN,Denmark,56.0,625,POINTS,,,54,27B
10770,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1955608,MUCINO Jennifer,Person,USA,United States,57.0,625,POINTS,,,22,11B
10771,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1979597,CESARINI Giorgia,Person,SMR,San Marino,58.0,625,POINTS,,,62,31B
10772,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1973409,van der WINKEL Laura,Person,NED,Netherlands,59.0,623,POINTS,,,1,1A
10773,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1893598,MOHAMAD FAZIL Nurul Azreena,Person,MAS,Malaysia,60.0,622,POINTS,,,28,14B
10774,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1888885,SYLLA Fatoumata,Person,GUI,Guinea,61.0,619,POINTS,,,41,21A
10775,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1909933,ELWALID Rihab,Person,TUN,Tunisia,62.0,593,POINTS,,,47,24A
10776,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1889144,ALI Jana,Person,EGY,Egypt,63.0,573,POINTS,,,39,20A
10777,2024-07-25T11:51:00+02:00,ARCWINDIVID-----------QUAL000100--,ARCWINDIVID,Women's Individual,Women's Individual Ranking Round,Ranking Round,FINISHED,W,Archery,ARC,Invalides,1880735,RIVERA Alondra,Person,PUR,Puerto Rico,64.0,547,POINTS,,,46,23B
13211,2024-07-30T18:27:46+02:00,ARCWINDIVID-----------R64-002500--,ARCWINDIVID,Women's Individual,Women's Individual 1/32 Elimination Round,1/32 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1553258,KROPPEN Michelle,Person,GER,Germany,,7,SETS,W,,1,7
13212,2024-07-30T18:27:46+02:00,ARCWINDIVID-----------R64-002500--,ARCWINDIVID,Women's Individual,Women's Individual 1/32 Elimination Round,1/32 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1979597,CESARINI Giorgia,Person,SMR,San Marino,,3,SETS,L,,2,58
3924,2024-07-30T18:45:56+02:00,ARCWINDIVID-----------R64-002600--,ARCWINDIVID,Women's Individual,Women's Individual 1/32 Elimination Round,1/32 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1972344,RAMAZANOVA Yaylagul,Person,AZE,Azerbaijan,,6,SETS,W,,1,39
3925,2024-07-30T18:45:56+02:00,ARCWINDIVID-----------R64-002600--,ARCWINDIVID,Women's Individual,Women's Individual 1/32 Elimination Round,1/32 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1913382,AN Qixuan,Person,CHN,China,,5,SETS,L,,2,26
12281,2024-07-30T19:12:28+02:00,ARCWINDIVID-----------R32-001300--,ARCWINDIVID,Women's Individual,Women's Individual 1/16 Elimination Round,1/16 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1553258,KROPPEN Michelle,Person,GER,Germany,,6,SETS,W,,1,7
12282,2024-07-30T19:12:28+02:00,ARCWINDIVID-----------R32-001300--,ARCWINDIVID,Women's Individual,Women's Individual 1/16 Elimination Round,1/16 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1972344,RAMAZANOVA Yaylagul,Person,AZE,Azerbaijan,,2,SETS,L,,2,39
7324,2024-07-30T19:57:21+02:00,ARCWINDIVID-----------R64-001700--,ARCWINDIVID,Women's Individual,Women's Individual 1/32 Elimination Round,1/32 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1913380,YANG Xiaolei,Person,CHN,China,,7,SETS,W,,1,3
7325,2024-07-30T19:57:21+02:00,ARCWINDIVID-----------R64-001700--,ARCWINDIVID,Women's Individual,Women's Individual 1/32 Elimination Round,1/32 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1909933,ELWALID Rihab,Person,TUN,Tunisia,,3,SETS,L,,2,62
3454,2024-07-30T20:09:41+02:00,ARCWINDIVID-----------R64-001800--,ARCWINDIVID,Women's Individual,Women's Individual 1/32 Elimination Round,1/32 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1973411,SCHLOESSER Gaby,Person,NED,Netherlands,,2,SETS,L,,1,35
3455,2024-07-30T20:09:41+02:00,ARCWINDIVID-----------R64-001800--,ARCWINDIVID,Women's Individual,Women's Individual 1/32 Elimination Round,1/32 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1541265,BARBELIN Lisa,Person,FRA,France,,6,SETS,W,,2,30
9685,2024-07-30T20:41:59+02:00,ARCWINDIVID-----------R32-000900--,ARCWINDIVID,Women's Individual,Women's Individual 1/16 Elimination Round,1/16 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1913380,YANG Xiaolei,Person,CHN,China,,2,SETS,L,,1,3
9686,2024-07-30T20:41:59+02:00,ARCWINDIVID-----------R32-000900--,ARCWINDIVID,Women's Individual,Women's Individual 1/16 Elimination Round,1/16 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1541265,BARBELIN Lisa,Person,FRA,France,,6,SETS,W,,2,30
709,2024-07-31T18:32:45+02:00,ARCWINDIVID-----------R64-000300--,ARCWINDIVID,Women's Individual,Women's Individual 1/32 Elimination Round,1/32 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1541266,CORDEAU Amelie,Person,FRA,France,,7,SETS,W,,1,17
710,2024-07-31T18:32:45+02:00,ARCWINDIVID-----------R64-000300--,ARCWINDIVID,Women's Individual,Women's Individual 1/32 Elimination Round,1/32 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1911467,BARANKOVA Denisa,Person,SVK,Slovakia,,3,SETS,L,,2,48
6154,2024-07-31T18:40:07+02:00,ARCWINDIVID-----------R64-000400--,ARCWINDIVID,Women's Individual,Women's Individual 1/32 Elimination Round,1/32 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1560990,HAVERS Megan,Person,GBR,Great Britain,,6,SETS,W,,1,49
6155,2024-07-31T18:40:07+02:00,ARCWINDIVID-----------R64-000400--,ARCWINDIVID,Women's Individual,Women's Individual 1/32 Elimination Round,1/32 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1563638,CANALES Elia,Person,ESP,Spain,,0,SETS,L,,2,16
8608,2024-07-31T19:19:08+02:00,ARCWINDIVID-----------R32-000200--,ARCWINDIVID,Women's Individual,Women's Individual 1/16 Elimination Round,1/16 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1541266,CORDEAU Amelie,Person,FRA,France,,5,SETS,L,,1,17
8609,2024-07-31T19:19:08+02:00,ARCWINDIVID-----------R32-000200--,ARCWINDIVID,Women's Individual,Women's Individual 1/16 Elimination Round,1/16 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1560990,HAVERS Megan,Person,GBR,Great Britain,,6,SETS,W,,2,49
12223,2024-08-01T16:11:43+02:00,ARCWINDIVID-----------R64-001100--,ARCWINDIVID,Women's Individual,Women's Individual 1/32 Elimination Round,1/32 Elimination Round,FINISHED,W,Archery,ARC,Invalides,1541268,LOPEZ Caroline,Person,FRA,France,,6,SETS,W,,1,21
