,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,result_diff,qualification_mark,start_order
4549,2024-07-31T12:34:19+02:00,ROWMSCULL4------------FNL-000100--,ROWMSCULL4,Men's Quadruple Sculls,Men's Quadruple Sculls Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL4--SUI01,Switzerland,Team,SUI,Switzerland,6.0,5:58.04,TIME,,+16.04,,1
10239,2024-07-27T09:09:19+02:00,ROWMSCULL1------------HEAT000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1927015,MACKINTOSH Thomas,Person,NZL,New Zealand,1.0,6:55.92,TIME,,,Q,5
10240,2024-07-27T09:09:19+02:00,ROWMSCULL1------------HEAT000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1977103,NTOUSKOS Stefanos,Person,GRE,Greece,2.0,7:01.79,TIME,,+5.87,Q,1
10241,2024-07-27T09:09:19+02:00,ROWMSCULL1------------HEAT000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1972138,ELBANNA Abdelkhalek,Person,EGY,Egypt,3.0,7:05.06,TIME,,+9.14,Q,2
10242,2024-07-27T09:09:19+02:00,ROWMSCULL1------------HEAT000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1536721,PANWAR Balraj,Person,IND,India,4.0,7:07.11,TIME,,+11.19,R,3
10243,2024-07-27T09:09:19+02:00,ROWMSCULL1------------HEAT000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1967431,YAKOVLEV Vladislav,Person,KAZ,Kazakhstan,5.0,7:21.56,TIME,,+25.64,R,6
10244,2024-07-27T09:09:19+02:00,ROWMSCULL1------------HEAT000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1896966,MATIAS Andre,Person,ANG,Angola,6.0,7:52.78,TIME,,+56.86,R,4
673,2024-07-27T09:21:34+02:00,ROWMSCULL1------------HEAT000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1551184,CHIRUTA Mihai,Person,ROU,Romania,1.0,6:51.51,TIME,,,Q,4
674,2024-07-27T09:21:34+02:00,ROWMSCULL1------------HEAT000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1921489,MARTIN Damir,Person,CRO,Croatia,2.0,6:54.83,TIME,,+3.32,Q,5
675,2024-07-27T09:21:34+02:00,ROWMSCULL1------------HEAT000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1941849,BIELIAUSKAS Giedrius,Person,LTU,Lithuania,3.0,7:00.96,TIME,,+9.45,Q,1
676,2024-07-27T09:21:34+02:00,ROWMSCULL1------------HEAT000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1980902,ZVEGELJ Isak Ivan,Person,SLO,Slovenia,4.0,7:01.23,TIME,,+9.72,R,6
677,2024-07-27T09:21:34+02:00,ROWMSCULL1------------HEAT000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1950662,Memo,Person,INA,Indonesia,5.0,7:19.33,TIME,,+27.82,R,2
678,2024-07-27T09:21:34+02:00,ROWMSCULL1------------HEAT000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1895265,AHMED Abdalla,Person,SUD,Sudan,6.0,7:46.45,TIME,,+54.94,R,3
683,2024-07-27T09:33:06+02:00,ROWMSCULL1------------HEAT000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 3,Heat 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1965599,van DORP Simon,Person,NED,Netherlands,1.0,6:49.93,TIME,,,Q,3
684,2024-07-27T09:33:06+02:00,ROWMSCULL1------------HEAT000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 3,Heat 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1890956,ARAKAWA Ryuta,Person,JPN,Japan,2.0,6:51.59,TIME,,+1.66,Q,5
685,2024-07-27T09:33:06+02:00,ROWMSCULL1------------HEAT000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 3,Heat 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1903256,BRYS Tim,Person,BEL,Belgium,3.0,6:52.35,TIME,,+2.42,Q,1
686,2024-07-27T09:33:06+02:00,ROWMSCULL1------------HEAT000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 3,Heat 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1537686,BOUDINA Sid Ali,Person,ALG,Algeria,4.0,7:02.94,TIME,,+13.01,R,2
687,2024-07-27T09:33:06+02:00,ROWMSCULL1------------HEAT000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 3,Heat 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1920708,TAIEB Mohamed,Person,TUN,Tunisia,5.0,7:10.13,TIME,,+20.20,R,6
688,2024-07-27T09:33:06+02:00,ROWMSCULL1------------HEAT000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 3,Heat 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1902104,WATTANANUSITH Premanut,Person,THA,Thailand,6.0,7:25.76,TIME,,+35.83,R,4
5936,2024-07-27T09:45:27+02:00,ROWMSCULL1------------HEAT000400--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 4,Heat 4,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1538160,ZALATY Yauheni,Person,AIN,AIN,1.0,6:51.45,TIME,,,Q,4
5937,2024-07-27T09:45:27+02:00,ROWMSCULL1------------HEAT000400--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 4,Heat 4,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1944745,PLIHAL Jacob,Person,USA,United States,2.0,6:54.95,TIME,,+3.50,Q,3
5938,2024-07-27T09:45:27+02:00,ROWMSCULL1------------HEAT000400--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 4,Heat 4,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1954929,VERTHEIN FERREIRA Lucas,Person,BRA,Brazil,3.0,6:54.96,TIME,,+3.51,Q,1
5939,2024-07-27T09:45:27+02:00,ROWMSCULL1------------HEAT000400--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 4,Heat 4,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1552548,ANTOGNELLI Quentin,Person,MON,Monaco,4.0,7:02.15,TIME,,+10.70,R,5
5940,2024-07-27T09:45:27+02:00,ROWMSCULL1------------HEAT000400--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 4,Heat 4,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1541351,ALIZADEH Dara,Person,BER,Bermuda,5.0,7:23.70,TIME,,+32.25,R,2
5921,2024-07-27T09:57:10+02:00,ROWMSCULL1------------HEAT000500--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 5,Heat 5,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1906515,ZEIDLER Oliver,Person,GER,Germany,1.0,6:54.72,TIME,,,Q,4
5922,2024-07-27T09:57:10+02:00,ROWMSCULL1------------HEAT000500--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 5,Heat 5,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1916815,CETRARO BERRIOLO Bruno,Person,URU,Uruguay,2.0,7:04.04,TIME,,+9.32,Q,3
5923,2024-07-27T09:57:10+02:00,ROWMSCULL1------------HEAT000500--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 5,Heat 5,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1893522,CARDONA BLANCO Reidy,Person,CUB,Cuba,3.0,7:06.45,TIME,,+11.73,Q,1
5924,2024-07-27T09:57:10+02:00,ROWMSCULL1------------HEAT000500--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 5,Heat 5,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1566773,COX Stephen,Person,ZIM,Zimbabwe,4.0,7:11.98,TIME,,+17.26,R,2
5925,2024-07-27T09:57:10+02:00,ROWMSCULL1------------HEAT000500--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 5,Heat 5,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1537667,BUKRAH Mohamed,Person,LBA,Libya,5.0,7:37.75,TIME,,+43.03,R,5
11680,2024-07-27T10:09:00+02:00,ROWMSCULL1------------HEAT000600--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 6,Heat 6,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1892481,NIELSEN Sverri,Person,DEN,Denmark,1.0,6:53.50,TIME,,,Q,2
11681,2024-07-27T10:09:00+02:00,ROWMSCULL1------------HEAT000600--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 6,Heat 6,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1565039,VASILEV Kristian,Person,BUL,Bulgaria,2.0,6:56.63,TIME,,+3.13,Q,5
11682,2024-07-27T10:09:00+02:00,ROWMSCULL1------------HEAT000600--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 6,Heat 6,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1948066,PETERVARI MOLNAR Bendeguz Pal,Person,HUN,Hungary,3.0,6:58.76,TIME,,+5.26,Q,1
11683,2024-07-27T10:09:00+02:00,ROWMSCULL1------------HEAT000600--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 6,Heat 6,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1961612,CHIU Hin Chun,Person,HKG,"Hong Kong, China",4.0,7:00.29,TIME,,+6.79,R,3
11684,2024-07-27T10:09:00+02:00,ROWMSCULL1------------HEAT000600--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Heat 6,Heat 6,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1546662,INSFRAN Javier,Person,PAR,Paraguay,5.0,7:14.14,TIME,,+20.64,R,4
6262,2024-07-28T09:48:56+02:00,ROWMSCULL1------------REP-000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1980902,ZVEGELJ Isak Ivan,Person,SLO,Slovenia,1.0,7:06.90,TIME,,,Q,3
6263,2024-07-28T09:48:56+02:00,ROWMSCULL1------------REP-000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1546662,INSFRAN Javier,Person,PAR,Paraguay,2.0,7:08.29,TIME,,+1.39,Q,5
6264,2024-07-28T09:48:56+02:00,ROWMSCULL1------------REP-000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1920708,TAIEB Mohamed,Person,TUN,Tunisia,3.0,7:11.57,TIME,,+4.67,SE/F,2
6265,2024-07-28T09:48:56+02:00,ROWMSCULL1------------REP-000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1566773,COX Stephen,Person,ZIM,Zimbabwe,4.0,7:22.45,TIME,,+15.55,SE/F,4
6266,2024-07-28T09:48:56+02:00,ROWMSCULL1------------REP-000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1896966,MATIAS Andre,Person,ANG,Angola,5.0,8:01.98,TIME,,+55.08,SE/F,1
10481,2024-07-28T09:57:39+02:00,ROWMSCULL1------------REP-000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Repechage 2,Repechage 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1552548,ANTOGNELLI Quentin,Person,MON,Monaco,1.0,7:10.00,TIME,,,Q,4
10482,2024-07-28T09:57:39+02:00,ROWMSCULL1------------REP-000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Repechage 2,Repechage 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1536721,PANWAR Balraj,Person,IND,India,2.0,7:12.41,TIME,,+2.41,Q,3
10483,2024-07-28T09:57:39+02:00,ROWMSCULL1------------REP-000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Repechage 2,Repechage 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1950662,Memo,Person,INA,Indonesia,3.0,7:19.60,TIME,,+9.60,SE/F,2
10484,2024-07-28T09:57:39+02:00,ROWMSCULL1------------REP-000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Repechage 2,Repechage 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1902104,WATTANANUSITH Premanut,Person,THA,Thailand,4.0,7:29.89,TIME,,+19.89,SE/F,1
10485,2024-07-28T09:57:39+02:00,ROWMSCULL1------------REP-000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Repechage 2,Repechage 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1537667,BUKRAH Mohamed,Person,LBA,Libya,5.0,7:45.55,TIME,,+35.55,SE/F,5
10490,2024-07-28T10:10:52+02:00,ROWMSCULL1------------REP-000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Repechage 3,Repechage 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1537686,BOUDINA Sid Ali,Person,ALG,Algeria,1.0,7:10.23,TIME,,,Q,4
10491,2024-07-28T10:10:52+02:00,ROWMSCULL1------------REP-000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Repechage 3,Repechage 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1961612,CHIU Hin Chun,Person,HKG,"Hong Kong, China",2.0,7:12.94,TIME,,+2.71,Q,3
10492,2024-07-28T10:10:52+02:00,ROWMSCULL1------------REP-000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Repechage 3,Repechage 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1541351,ALIZADEH Dara,Person,BER,Bermuda,3.0,7:17.05,TIME,,+6.82,SE/F,5
10493,2024-07-28T10:10:52+02:00,ROWMSCULL1------------REP-000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Repechage 3,Repechage 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1967431,YAKOVLEV Vladislav,Person,KAZ,Kazakhstan,4.0,7:21.12,TIME,,+10.89,SE/F,2
10494,2024-07-28T10:10:52+02:00,ROWMSCULL1------------REP-000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Repechage 3,Repechage 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1895265,AHMED Abdalla,Person,SUD,Sudan,5.0,7:55.79,TIME,,+45.56,SE/F,1
10304,2024-07-30T10:22:16+02:00,ROWMSCULL1------------QFNL000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 1,Quarterfinal 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1927015,MACKINTOSH Thomas,Person,NZL,New Zealand,1.0,6:48.01,TIME,,,SA/B,3
10305,2024-07-30T10:22:16+02:00,ROWMSCULL1------------QFNL000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 1,Quarterfinal 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1892481,NIELSEN Sverri,Person,DEN,Denmark,2.0,6:49.69,TIME,,+1.68,SA/B,4
10306,2024-07-30T10:22:16+02:00,ROWMSCULL1------------QFNL000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 1,Quarterfinal 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1916815,CETRARO BERRIOLO Bruno,Person,URU,Uruguay,3.0,6:51.43,TIME,,+3.42,SA/B,2
10307,2024-07-30T10:22:16+02:00,ROWMSCULL1------------QFNL000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 1,Quarterfinal 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1954929,VERTHEIN FERREIRA Lucas,Person,BRA,Brazil,4.0,6:55.36,TIME,,+7.35,SC/D,5
10308,2024-07-30T10:22:16+02:00,ROWMSCULL1------------QFNL000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 1,Quarterfinal 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1552548,ANTOGNELLI Quentin,Person,MON,Monaco,5.0,6:58.89,TIME,,+10.88,SC/D,1
10309,2024-07-30T10:22:16+02:00,ROWMSCULL1------------QFNL000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 1,Quarterfinal 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1961612,CHIU Hin Chun,Person,HKG,"Hong Kong, China",6.0,7:13.70,TIME,,+25.69,SC/D,6
6124,2024-07-30T10:28:58+02:00,ROWMSCULL1------------QFNL000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 2,Quarterfinal 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1906515,ZEIDLER Oliver,Person,GER,Germany,1.0,6:45.32,TIME,,,SA/B,3
6125,2024-07-30T10:28:58+02:00,ROWMSCULL1------------QFNL000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 2,Quarterfinal 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1903256,BRYS Tim,Person,BEL,Belgium,2.0,6:46.26,TIME,,+0.94,SA/B,5
6126,2024-07-30T10:28:58+02:00,ROWMSCULL1------------QFNL000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 2,Quarterfinal 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1551184,CHIRUTA Mihai,Person,ROU,Romania,3.0,6:46.32,TIME,,+1.00,SA/B,4
6127,2024-07-30T10:28:58+02:00,ROWMSCULL1------------QFNL000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 2,Quarterfinal 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1944745,PLIHAL Jacob,Person,USA,United States,4.0,6:47.03,TIME,,+1.71,SC/D,2
6128,2024-07-30T10:28:58+02:00,ROWMSCULL1------------QFNL000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 2,Quarterfinal 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1537686,BOUDINA Sid Ali,Person,ALG,Algeria,5.0,7:06.31,TIME,,+20.99,SC/D,1
6129,2024-07-30T10:28:58+02:00,ROWMSCULL1------------QFNL000200--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 2,Quarterfinal 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1546662,INSFRAN Javier,Person,PAR,Paraguay,6.0,7:31.50,TIME,,+46.18,SC/D,6
6104,2024-07-30T10:38:54+02:00,ROWMSCULL1------------QFNL000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 3,Quarterfinal 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1965599,van DORP Simon,Person,NED,Netherlands,1.0,6:49.96,TIME,,,SA/B,3
6105,2024-07-30T10:38:54+02:00,ROWMSCULL1------------QFNL000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 3,Quarterfinal 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1921489,MARTIN Damir,Person,CRO,Croatia,2.0,6:53.55,TIME,,+3.59,SA/B,4
6106,2024-07-30T10:38:54+02:00,ROWMSCULL1------------QFNL000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 3,Quarterfinal 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1977103,NTOUSKOS Stefanos,Person,GRE,Greece,3.0,6:56.68,TIME,,+6.72,SA/B,2
6107,2024-07-30T10:38:54+02:00,ROWMSCULL1------------QFNL000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 3,Quarterfinal 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1948066,PETERVARI MOLNAR Bendeguz Pal,Person,HUN,Hungary,4.0,7:05.04,TIME,,+15.08,SC/D,5
6108,2024-07-30T10:38:54+02:00,ROWMSCULL1------------QFNL000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 3,Quarterfinal 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1980902,ZVEGELJ Isak Ivan,Person,SLO,Slovenia,5.0,7:06.42,TIME,,+16.46,SC/D,6
6109,2024-07-30T10:38:54+02:00,ROWMSCULL1------------QFNL000300--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 3,Quarterfinal 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1893522,CARDONA BLANCO Reidy,Person,CUB,Cuba,6.0,7:10.40,TIME,,+20.44,SC/D,1
930,2024-07-30T10:48:53+02:00,ROWMSCULL1------------QFNL000400--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 4,Quarterfinal 4,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1538160,ZALATY Yauheni,Person,AIN,AIN,1.0,6:49.27,TIME,,,SA/B,3
931,2024-07-30T10:48:53+02:00,ROWMSCULL1------------QFNL000400--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 4,Quarterfinal 4,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1941849,BIELIAUSKAS Giedrius,Person,LTU,Lithuania,2.0,6:51.80,TIME,,+2.53,SA/B,5
932,2024-07-30T10:48:53+02:00,ROWMSCULL1------------QFNL000400--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 4,Quarterfinal 4,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1890956,ARAKAWA Ryuta,Person,JPN,Japan,3.0,6:54.17,TIME,,+4.90,SA/B,4
933,2024-07-30T10:48:53+02:00,ROWMSCULL1------------QFNL000400--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 4,Quarterfinal 4,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1565039,VASILEV Kristian,Person,BUL,Bulgaria,4.0,6:58.67,TIME,,+9.40,SC/D,2
934,2024-07-30T10:48:53+02:00,ROWMSCULL1------------QFNL000400--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 4,Quarterfinal 4,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1536721,PANWAR Balraj,Person,IND,India,5.0,7:05.10,TIME,,+15.83,SC/D,6
935,2024-07-30T10:48:53+02:00,ROWMSCULL1------------QFNL000400--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Quarterfinal 4,Quarterfinal 4,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1972138,ELBANNA Abdelkhalek,Person,EGY,Egypt,6.0,7:18.59,TIME,,+29.32,SC/D,1
457,2024-08-01T10:06:42+02:00,ROWMSCULL1------------SFNL000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1965599,van DORP Simon,Person,NED,Netherlands,1.0,6:42.39,TIME,,,FA,4
458,2024-08-01T10:06:42+02:00,ROWMSCULL1------------SFNL000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1927015,MACKINTOSH Thomas,Person,NZL,New Zealand,2.0,6:44.49,TIME,,+2.10,FA,3
459,2024-08-01T10:06:42+02:00,ROWMSCULL1------------SFNL000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1903256,BRYS Tim,Person,BEL,Belgium,3.0,6:45.32,TIME,,+2.93,FA,2
460,2024-08-01T10:06:42+02:00,ROWMSCULL1------------SFNL000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1890956,ARAKAWA Ryuta,Person,JPN,Japan,4.0,6:51.13,TIME,,+8.74,FB,6
461,2024-08-01T10:06:42+02:00,ROWMSCULL1------------SFNL000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1916815,CETRARO BERRIOLO Bruno,Person,URU,Uruguay,5.0,7:08.29,TIME,,+25.90,FB,1
462,2024-08-01T10:06:42+02:00,ROWMSCULL1------------SFNL000100--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1941849,BIELIAUSKAS Giedrius,Person,LTU,Lithuania,6.0,7:09.29,TIME,,+26.90,FB,5
5817,2024-08-01T10:06:42+02:00,ROWMSCULL1------------SFNL000600--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Semifinal E/F 2,Semifinal E/F 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1541351,ALIZADEH Dara,Person,BER,Bermuda,1.0,7:33.38,TIME,,,FE,3
5818,2024-08-01T10:06:42+02:00,ROWMSCULL1------------SFNL000600--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Semifinal E/F 2,Semifinal E/F 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1566773,COX Stephen,Person,ZIM,Zimbabwe,2.0,7:36.59,TIME,,+3.21,FE,4
5819,2024-08-01T10:06:42+02:00,ROWMSCULL1------------SFNL000600--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Semifinal E/F 2,Semifinal E/F 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1902104,WATTANANUSITH Premanut,Person,THA,Thailand,3.0,7:48.78,TIME,,+15.40,FE,2
5820,2024-08-01T10:06:42+02:00,ROWMSCULL1------------SFNL000600--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Semifinal E/F 2,Semifinal E/F 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1537667,BUKRAH Mohamed,Person,LBA,Libya,4.0,8:00.42,TIME,,+27.04,FF,5
5821,2024-08-01T10:06:42+02:00,ROWMSCULL1------------SFNL000600--,ROWMSCULL1,Men's Single Sculls,Men's Single Sculls Semifinal E/F 2,Semifinal E/F 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,1895265,AHMED Abdalla,Person,SUD,Sudan,5.0,8:10.68,TIME,,+37.30,FF,1
