,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,start_order
6404,2024-08-02T13:24:25+02:00,BK3WTEAM3-------------GPA-002000--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---FRA01,France,Team,FRA,France,13,POINTS,L,2
6405,2024-08-02T17:57:13+02:00,BK3WTEAM3-------------GPA-002100--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---AZE01,Azerbaijan,Team,AZE,Azerbaijan,21,POINTS,W,1
6406,2024-08-02T17:57:13+02:00,BK3WTEAM3-------------GPA-002100--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---CHN01,People's Republic of China,Team,CHN,China,19,POINTS,L,2
10600,2024-08-02T18:29:41+02:00,BK3WTEAM3-------------GPA-002200--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---USA01,United States of America,Team,USA,United States,18,POINTS,W,1
10601,2024-08-02T18:29:41+02:00,BK3WTEAM3-------------GPA-002200--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---CAN01,Canada,Team,CAN,Canada,17,POINTS,L,2
1753,2024-08-02T20:42:36+02:00,BK3WTEAM3-------------GPA-000400--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---FRA01,France,Team,FRA,France,19,POINTS,L,1
1754,2024-08-02T20:42:36+02:00,BK3WTEAM3-------------GPA-000400--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---CHN01,People's Republic of China,Team,CHN,China,21,POINTS,W,2
10590,2024-08-02T21:29:57+02:00,BK3WTEAM3-------------GPA-002300--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---CAN01,Canada,Team,CAN,Canada,20,POINTS,L,1
10591,2024-08-02T21:29:57+02:00,BK3WTEAM3-------------GPA-002300--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---ESP01,Spain,Team,ESP,Spain,22,POINTS,W,2
9041,2024-08-02T21:58:23+02:00,BK3WTEAM3-------------GPA-002400--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---FRA01,France,Team,FRA,France,13,POINTS,L,1
9042,2024-08-02T21:58:23+02:00,BK3WTEAM3-------------GPA-002400--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---GER01,Germany,Team,GER,Germany,14,POINTS,W,2
9047,2024-08-03T17:59:05+02:00,BK3WTEAM3-------------GPA-002500--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---AZE01,Azerbaijan,Team,AZE,Azerbaijan,19,POINTS,L,1
9048,2024-08-03T17:59:05+02:00,BK3WTEAM3-------------GPA-002500--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---CAN01,Canada,Team,CAN,Canada,21,POINTS,W,2
1345,2024-08-03T18:29:36+02:00,BK3WTEAM3-------------GPA-002600--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---ESP01,Spain,Team,ESP,Spain,15,POINTS,L,1
1346,2024-08-03T18:29:36+02:00,BK3WTEAM3-------------GPA-002600--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---GER01,Germany,Team,GER,Germany,18,POINTS,W,2
1314,2024-08-03T19:04:58+02:00,BK3WTEAM3-------------GPA-002700--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---FRA01,France,Team,FRA,France,18,POINTS,W,1
1315,2024-08-03T19:04:58+02:00,BK3WTEAM3-------------GPA-002700--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---AUS01,Australia,Team,AUS,Australia,16,POINTS,L,2
11958,2024-08-03T19:34:27+02:00,BK3WTEAM3-------------GPA-002800--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---CHN01,People's Republic of China,Team,CHN,China,12,POINTS,L,1
11959,2024-08-03T19:34:27+02:00,BK3WTEAM3-------------GPA-002800--,BK3WTEAM3,Women,Women's Pool Round,Pool Round,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---USA01,United States of America,Team,USA,United States,14,POINTS,W,2
1735,2024-08-03T21:50:10+02:00,BK3WTEAM3-------------QFNL000200--,BK3WTEAM3,Women,Women's Play-in Games,Play-in Game,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---CAN01,Canada,Team,CAN,Canada,21,POINTS,W,1
1736,2024-08-03T21:50:10+02:00,BK3WTEAM3-------------QFNL000200--,BK3WTEAM3,Women,Women's Play-in Games,Play-in Game,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---AUS01,Australia,Team,AUS,Australia,10,POINTS,L,2
3339,2024-08-03T22:24:07+02:00,BK3WTEAM3-------------QFNL000400--,BK3WTEAM3,Women,Women's Play-in Games,Play-in Game,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---USA01,United States of America,Team,USA,United States,21,POINTS,W,1
3340,2024-08-03T22:24:07+02:00,BK3WTEAM3-------------QFNL000400--,BK3WTEAM3,Women,Women's Play-in Games,Play-in Game,FINISHED,W,3x3 Basketball,BK3,La Concorde 1,BK3WTEAM3---CHN01,People's Republic of China,Team,CHN,China,13,POINTS,L,2
