,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,result_diff,start_order,bib
7726,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1892312,KJAER PEDERSEN Alberte,Person,DEN,Denmark,36.0,2:02:02,TIME,,+7:07,38,51
7727,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1544211,VELASQUEZ SOTO Maria Carolina,Person,COL,Colombia,37.0,2:02:13,TIME,,+7:18,7,4
7728,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1903291,MICHEL Claire,Person,BEL,Belgium,38.0,2:02:22,TIME,,+7:27,39,5
7729,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1560540,STEINHAUSER Verena,Person,ITA,Italy,39.0,2:02:35,TIME,,+7:40,34,56
7730,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1891128,TAKAHASHI Yuko,Person,JPN,Japan,40.0,2:02:42,TIME,,+7:47,32,39
7731,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1540216,HAWLEY Erica,Person,BER,Bermuda,41.0,2:02:55,TIME,,+8:00,49,45
7732,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1946392,van COEVORDEN Natalie,Person,AUS,Australia,42.0,2:03:01,TIME,,+8:06,12,15
7733,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1977839,SCHAR Cathia,Person,SUI,Switzerland,43.0,2:03:28,TIME,,+8:33,40,8
7734,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1926551,THORPE Ainsley,Person,NZL,New Zealand,44.0,2:03:48,TIME,,+8:53,13,52
7735,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1917128,SANTOS Melanie,Person,POR,Portugal,45.0,2:03:48,TIME,,+8:53,6,40
7736,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1893574,van der MERWE Vicky,Person,RSA,South Africa,46.0,2:05:16,TIME,,+10:21,50,29
7737,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1541062,BIAGIOLI Romina,Person,ARG,Argentina,47.0,2:05:36,TIME,,+10:41,52,18
7738,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1878622,LOVSETH Solveig,Person,NOR,Norway,48.0,2:05:49,TIME,,+10:54,46,30
7739,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1930741,KASPER Kirsten,Person,USA,United States,49.0,2:06:38,TIME,,+11:43,17,9
7740,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1558240,PERTERER Lisa,Person,AUT,Austria,50.0,2:07:27,TIME,,+12:32,47,3
7741,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1927952,HANNESDOTTIR Edda,Person,ISL,Iceland,51.0,2:10:46,TIME,,+15:51,54,22
7742,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1878621,MILLER Lotte,Person,NOR,Norway,,,IRM,DNF,,53,31
7743,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1545877,LEHAIR Jeanne,Person,LUX,Luxembourg,,,IRM,DNF,,21,20
7744,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1968035,SHABALINA Ekaterina,Person,KAZ,Kazakhstan,,,IRM,DNF,,51,32
7745,2024-07-31T10:28:52+02:00,TRIWOLYMPIC-----------FNL-000100--,TRIWOLYMPIC,Women's Individual,Women's Individual,Women's Individual,FINISHED,W,Triathlon,TRI,Pont Alexandre III,1565557,IIJIMA Manami,Person,GUM,Guam,,,IRM,DNF,,55,12
