,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,qualification_mark,start_order,bib
8787,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1946434,OIWA Yoshiaki,Person,JPN,Japan,,25.50,POINTS,,,36,36
8788,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1939479,JOHNSTONE Clarke,Person,NZL,New Zealand,,25.70,POINTS,,,35,35
8789,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1916988,UGOLOTTI Giovanni,Person,ITA,Italy,,25.70,POINTS,,,61,61
8790,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1970917,McEWEN Tom,Person,GBR,Great Britain,,25.80,POINTS,,,9,9
8791,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1939472,PRICE Tim,Person,NZL,New Zealand,,26.50,POINTS,,,59,59
8792,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1903178,DONCKERS Karin,Person,BEL,Belgium,,26.60,POINTS,,,16,16
8793,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1916976,BERTOLI Evelina,Person,ITA,Italy,,26.60,POINTS,,,37,37
8794,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1914923,KRAJEWSKI Julia,Person,GER,Germany,,26.90,POINTS,,,1,1
8795,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1976863,KOOREMANS Raf,Person,NED,Netherlands,,27.00,POINTS,,,62,62
8796,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1899866,TOUZAINT Nicolas,Person,FRA,France,,27.20,POINTS,,,63,63
8797,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1946438,TOMOTO Kazuma,Person,JPN,Japan,,27.40,POINTS,,,60,60
8798,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1951829,HALLIDAY Elisabeth,Person,USA,United States,,28.00,POINTS,,,30,30
8799,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1976544,GODEL Robin,Person,SUI,Switzerland,,29.10,POINTS,,,29,29
8800,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1914927,WAHLER Christoph,Person,GER,Germany,,29.40,POINTS,,,25,25
8801,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1899846,LAGHOUAG Karim Florent,Person,FRA,France,,29.60,POINTS,,,15,15
8802,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1903176,de LIEDEKERKE - MEIER Lara,Person,BEL,Belgium,,30.00,POINTS,,,64,64
8803,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1965395,DIAZ FERNANDEZ Carlos,Person,ESP,Spain,,30.20,POINTS,,,17,17
8804,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1951845,PAMUKCU Caroline,Person,USA,United States,,30.40,POINTS,,,6,6
8805,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1951844,MARTIN Boyd,Person,USA,United States,,30.50,POINTS,,,54,54
8806,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1939477,PRICE Jonelle,Person,NZL,New Zealand,,30.80,POINTS,,,11,11
8807,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1563914,O'CONNOR Austin,Person,IRL,Ireland,,31.70,POINTS,,,52,52
8808,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1976843,BOONZAAIJER Janneke,Person,NED,Netherlands,,31.90,POINTS,,,14,14
8809,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1892360,FLARUP Peter T.,Person,DEN,Denmark,,32.40,POINTS,,,23,23
8810,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1968112,MAMPRIN LOSANO Rafael,Person,BRA,Brazil,,32.40,POINTS,,,34,34
8811,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,2779021,BERRY Susannah,Person,IRL,Ireland,,33.00,POINTS,,,28,28
8812,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1891524,SJOBORG Sofia,Person,SWE,Sweden,,33.30,POINTS,,,8,8
8813,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1891514,ANDERSEN Frida,Person,SWE,Sweden,,33.30,POINTS,,,32,32
8814,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1968102,CARVALHO JORGE Marcio,Person,BRA,Brazil,,33.30,POINTS,,,58,58
8815,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1927673,SUN Huadong,Person,CHN,China,,33.60,POINTS,,,20,20
8816,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1946432,KITAJIMA Ryuzo,Person,JPN,Japan,,34.50,POINTS,,,12,12
8817,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1940467,ROSE Shane,Person,AUS,Australia,,34.60,POINTS,,,2,2
8818,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1937644,POWALA Robert,Person,POL,Poland,,34.70,POINTS,,,55,55
8819,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1976860,de JONG Sanne,Person,NED,Netherlands,,34.80,POINTS,,,38,38
8820,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1940455,McNAB Kevin,Person,AUS,Australia,,34.90,POINTS,,,26,26
8821,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1974900,WINTER Michael,Person,CAN,Canada,,35.20,POINTS,,,3,3
8822,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1909058,SILTAKORPI Sanna,Person,FIN,Finland,,35.40,POINTS,,,41,41
8823,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1974855,PHOENIX Jessica,Person,CAN,Canada,,35.40,POINTS,,,51,51
8824,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1956670,PRIHODA JR Miloslav,Person,CZE,Czechia,,35.70,POINTS,,,47,47
8825,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1974890,SLEZAK Karl,Person,CAN,Canada,,35.80,POINTS,,,27,27
8826,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1937635,KAMINSKI Jan,Person,POL,Poland,,35.80,POINTS,,,31,31
8827,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1562276,SLAOUI Noor,Person,MAR,Morocco,,36.40,POINTS,,,45,45
8828,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1878976,AMBROS Harald,Person,AUT,Austria,,36.50,POINTS,,,46,46
8829,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1909054,MANNINEN Veera,Person,FIN,Finland,,36.80,POINTS,,,22,22
8830,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1968081,PARRO Carlos,Person,BRA,Brazil,,37.70,POINTS,,,10,10
8831,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1973936,ZABALA G. Ronald,Person,ECU,Ecuador,,37.70,POINTS,,,21,21
8832,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1891523,ROMEIKE Louise,Person,SWE,Sweden,,37.70,POINTS,,,56,56
8833,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1936611,ENNIS Sarah,Person,IRL,Ireland,,38.00,POINTS,,,4,4
8834,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1977663,JOHNER Melody,Person,SUI,Switzerland,,38.40,POINTS,,,5,5
8835,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1957927,PETERNELL Alexander,Person,RSA,South Africa,,39.00,POINTS,,,42,42
8836,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1937636,KORYCKA Malgorzata,Person,POL,Poland,,39.40,POINTS,,,7,7
8837,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1965387,BENITEZ VALLE Esteban,Person,ESP,Spain,,39.90,POINTS,,,24,24
8838,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,4850481,GRAVE Manuel,Person,POR,Portugal,,40.90,POINTS,,,44,44
8839,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1973925,WETTSTEIN Nicolas,Person,ECU,Ecuador,,42.30,POINTS,,,48,48
8840,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1903180,MAGNUS Tine,Person,BEL,Belgium,,44.00,POINTS,,,40,40
8841,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1956174,KAIZINGER Balazs,Person,HUN,Hungary,,45.80,POINTS,,,18,18
8842,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1956668,TRUNDA Miroslav,Person,CZE,Czechia,,53.00,POINTS,,,19,19
8843,2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,FINISHED,O,Equestrian,EQU,Château de Versailles,1916982,PORTALE Emiliano,Person,ITA,Italy,,,IRM,EL,,13,13
6693,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1914921,JUNG Michael,Person,GER,Germany,,0.00,POINTS,,,49,49
6694,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1970898,COLLETT Laura,Person,GBR,Great Britain,,0.80,POINTS,,,33,33
6695,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1940438,BURTON Christopher,Person,AUS,Australia,,0.00,POINTS,,,50,50
6696,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1977899,VOGG Felix,Person,SUI,Switzerland,,0.00,POINTS,,,53,53
6697,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1946434,OIWA Yoshiaki,Person,JPN,Japan,,0.00,POINTS,,,36,36
6698,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1970917,McEWEN Tom,Person,GBR,Great Britain,,0.00,POINTS,,,9,9
6699,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1899847,LANDOIS Stephane,Person,FRA,France,,2.80,POINTS,,,39,39
6700,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1946438,TOMOTO Kazuma,Person,JPN,Japan,,0.00,POINTS,,,60,60
6701,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1939472,PRICE Tim,Person,NZL,New Zealand,,2.00,POINTS,,,59,59
6702,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1899846,LAGHOUAG Karim Florent,Person,FRA,France,,0.00,POINTS,,,15,15
6703,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1899866,TOUZAINT Nicolas,Person,FRA,France,,3.20,POINTS,,,63,63
6704,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1939479,JOHNSTONE Clarke,Person,NZL,New Zealand,,4.80,POINTS,,,35,35
6705,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1903176,de LIEDEKERKE - MEIER Lara,Person,BEL,Belgium,,1.20,POINTS,,,64,64
6706,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1914923,KRAJEWSKI Julia,Person,GER,Germany,,4.80,POINTS,,,1,1
6707,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1563914,O'CONNOR Austin,Person,IRL,Ireland,,0.00,POINTS,,,52,52
6708,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1976843,BOONZAAIJER Janneke,Person,NED,Netherlands,,0.00,POINTS,,,14,14
6709,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1951844,MARTIN Boyd,Person,USA,United States,,1.60,POINTS,,,54,54
6710,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1976863,KOOREMANS Raf,Person,NED,Netherlands,,5.60,POINTS,,,62,62
6711,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1916976,BERTOLI Evelina,Person,ITA,Italy,,6.40,POINTS,,,37,37
6712,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1891514,ANDERSEN Frida,Person,SWE,Sweden,,0.00,POINTS,,,32,32
6713,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1903178,DONCKERS Karin,Person,BEL,Belgium,,7.20,POINTS,,,16,16
6714,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1951829,HALLIDAY Elisabeth,Person,USA,United States,,6.00,POINTS,,,30,30
6715,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1940467,ROSE Shane,Person,AUS,Australia,,2.80,POINTS,,,2,2
6716,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1970892,CANTER Rosalind,Person,GBR,Great Britain,,15.00,POINTS,,,57,57
6717,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1891523,ROMEIKE Louise,Person,SWE,Sweden,,0.80,POINTS,,,56,56
6718,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1976544,GODEL Robin,Person,SUI,Switzerland,,9.60,POINTS,,,29,29
6719,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1974890,SLEZAK Karl,Person,CAN,Canada,,4.80,POINTS,,,27,27
6720,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1946432,KITAJIMA Ryuzo,Person,JPN,Japan,,6.40,POINTS,,,12,12
6721,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1936611,ENNIS Sarah,Person,IRL,Ireland,,3.20,POINTS,,,4,4
6722,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1977663,JOHNER Melody,Person,SUI,Switzerland,,3.20,POINTS,,,5,5
6723,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1968112,MAMPRIN LOSANO Rafael,Person,BRA,Brazil,,9.20,POINTS,,,34,34
6724,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1927679,HUA TIAN Alex,Person,CHN,China,,20.60,POINTS,,,43,43
6725,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1878976,AMBROS Harald,Person,AUT,Austria,,6.80,POINTS,,,46,46
6726,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1903180,MAGNUS Tine,Person,BEL,Belgium,,2.00,POINTS,,,40,40
6727,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1965395,DIAZ FERNANDEZ Carlos,Person,ESP,Spain,,17.60,POINTS,,,17,17
6728,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,2779021,BERRY Susannah,Person,IRL,Ireland,,15.20,POINTS,,,28,28
6729,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1891524,SJOBORG Sofia,Person,SWE,Sweden,,15.00,POINTS,,,8,8
6730,2024-07-28T16:07:14+02:00,EQUOEVENINDV----------XC--000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Cross Country,Cross Country,FINISHED,O,Equestrian,EQU,Château de Versailles,1974900,WINTER Michael,Person,CAN,Canada,,14.40,POINTS,,,3,3
